,Entity,Code,Year,Annual CO2 emissions (per capita),Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Geo Biomass Other - TWh
1187,Europe,EUR,2011,8.1552,46.71354931,186.6574032,569.648632,146.1651356
1188,Europe,EUR,2012,8.0705,71.86993816,215.0324051,625.9225576,162.9488716
1189,Europe,EUR,2013,7.8447,86.9351168,248.1152558,661.7647115,174.1599448
1190,Europe,EUR,2014,7.5271,98.83569401,264.81502,644.059181,186.0253069
1191,Europe,EUR,2015,7.5207,109.7895377,318.93123,636.0122862,198.8159819
1192,Europe,EUR,2016,7.5029,113.8307704,322.8678763,651.0461652,203.523064
1193,Europe,EUR,2017,7.5315,124.2626449,384.2165214,584.3196897,211.2576334
1194,Europe,EUR,2018,7.4849,138.5482445,403.2175948,646.6667574,218.1569327
1195,Europe,EUR,2019,7.2595,152.7537127,460.0298128,627.934014,227.1704194
1196,Europe,EUR,2020,6.6081,178.8538857,510.138071,655.3401697,232.0163834
1223,Finland,FIN,1991,11.004,0.0005,0.0006,13.1979798,4.999
1224,Finland,FIN,1992,10.7602,0.0006,0.0024,15.10808081,4.95
1225,Finland,FIN,1993,11.1101,0.0007,0.0044,13.47373737,5.958
1226,Finland,FIN,1994,12.1071,0.0008,0.0072,11.77979798,6.465
1227,Finland,FIN,1995,11.3577,0.0008,0.0108,12.91707071,6.608
1228,Finland,FIN,1996,12.4697,0.001,0.011,11.82191919,5.889
1229,Finland,FIN,1997,12.1744,0.0012,0.0166,11.9140404,7.891
1230,Finland,FIN,1998,11.4963,0.0013,0.023,14.92585859,9.333
1231,Finland,FIN,1999,11.3781,0.0014,0.049,12.67343434,8.363
1232,Finland,FIN,2000,10.9944,0.0016,0.0766,14.59878788,8.588526316
1233,Finland,FIN,2001,12.0251,0.0017,0.0696,13.14959596,8.211789474
1234,Finland,FIN,2002,12.4794,0.0019,0.063,10.73040404,8.932421053
1235,Finland,FIN,2003,13.9002,0.0021,0.0919,9.550505051,9.292
1236,Finland,FIN,2004,13.155,0.0024,0.1203,15.01505051,10.37094737
1237,Finland,FIN,2005,10.8477,0.0026,0.1683,13.56363636,9.479473684
1238,Finland,FIN,2006,12.9587,0.0034,0.1527,11.42727273,10.75663158
1239,Finland,FIN,2007,12.6026,0.0038,0.1884,14.13191919,9.928
1240,Finland,FIN,2008,11.0193,0.0039,0.2605,17.08030303,10.39126316
1241,Finland,FIN,2009,10.4706,0.0043,0.2766,12.7,8.743578947
1242,Finland,FIN,2010,11.9467,0.0047,0.2943,12.87171717,10.98021053
1243,Finland,FIN,2011,10.5132,0.0053,0.4814,12.40232323,11.18284211
1244,Finland,FIN,2012,9.461,0.0057,0.4943,16.83525253,11.10126316
1245,Finland,FIN,2013,9.5106,0.0065,0.7737,12.80040404,11.94263158
1246,Finland,FIN,2014,8.7239,0.008,1.1072,13.37393939,11.70726316
1247,Finland,FIN,2015,8.0506,0.011111111,2.350505051,16.75151515,11.31789474
1248,Finland,FIN,2016,8.5907,0.022222222,3.098989899,15.79191919,11.42210526
1249,Finland,FIN,2017,8.1018,0.049494949,4.843434343,14.75757576,11.83368421
1250,Finland,FIN,2018,8.3021,0.090909091,5.897979798,13.26969697,12.82526316
1251,Finland,FIN,2019,7.6907,0.148484848,6.085858586,12.36262626,13.20210526
1252,Finland,FIN,2020,7.0907,0.258585859,8.050505051,15.76565657,11.23368421
1280,France,FRA,1992,7.1216,0.001488,0.000489604,68.956,2.134
1281,France,FRA,1993,6.7573,0.001683,0.00240218,64.895,1.974
1282,France,FRA,1994,6.6165,0.0018785,0.004704,78.794,2.157
1283,France,FRA,1995,6.6776,0.00204,0.0047142,73.119,2.329
1284,France,FRA,1996,6.9365,0.0026503,0.0074302,66.044,2.423
1285,France,FRA,1997,6.7887,0.0034068,0.0111284,63.764,2.675
1286,France,FRA,1998,7.0821,0.0040885,0.0194972,62.093,2.653
1287,France,FRA,1999,7.0105,0.0045475,0.03694443,72.514,2.853
1288,France,FRA,2000,6.8779,0.00522325,0.048,66.363,2.986
1289,France,FRA,2001,6.9132,0.0061605,0.131,74.268,3.334
1290,France,FRA,2002,6.7891,0.00710345,0.265,60.397,3.537
1291,France,FRA,2003,6.8371,0.0077673,0.388,58.943,3.717
1292,France,FRA,2004,6.8066,0.008447984,0.595,59.555,3.782
1293,France,FRA,2005,6.7984,0.01050076,0.962,51.48,3.872
1294,France,FRA,2006,6.5968,0.01190605,2.182,56.303,3.841
1295,France,FRA,2007,6.3913,0.018,4.07,57.604,4.216
1296,France,FRA,2008,6.2369,0.042,5.694,63.654,4.436
1297,France,FRA,2009,5.8941,0.174,7.912,56.994,4.578
1298,France,FRA,2010,5.9888,0.62,9.945,62.714,4.917
1299,France,FRA,2011,5.5951,2.078,12.052,44.791,5.48
1300,France,FRA,2012,5.5996,4.016,15.107985,58.782451,6.347100309
1301,France,FRA,2013,5.5958,4.735,16.054344,70.844045,7.809869579
1302,France,FRA,2014,5.0766,5.913,17.250189,62.829519,8.320373691
1303,France,FRA,2015,5.1186,7.263162598,21.350168,54.556958,8.844253078
1304,France,FRA,2016,5.1584,8.164943217,21.307965,59.923428,9.63590156
1305,France,FRA,2017,5.1971,9.102625159,24.54369,48.964453,10.33382147
1306,France,FRA,2018,4.9603,10.41155151,28.53087,63.915768,10.55007859
1307,France,FRA,2019,4.8508,11.74733649,34.615359,56.027713,10.74396169
1308,France,FRA,2020,4.2381,13.074786,40.60381527,61.30322,10.59525991
1334,Germany,DEU,1990,13.3134,0.001,0.071,17.335,1.435
1335,Germany,DEU,1991,12.759,0.001,0.1,15.85,1.471
1336,Germany,DEU,1992,12.0792,0.004,0.275,18.635,1.558
1337,Germany,DEU,1993,11.888,0.003,0.6,18.96,1.635
1338,Germany,DEU,1994,11.6266,0.007,0.909,20.195,1.875
1339,Germany,DEU,1995,11.5724,0.007,1.5,21.556,2.01
1340,Germany,DEU,1996,11.7942,0.012,2.032,18.818,2.098
1341,Germany,DEU,1997,11.4414,0.018,2.966,18.952,2.273
1342,Germany,DEU,1998,11.3431,0.035,4.489,19.002,3.256
1343,Germany,DEU,1999,11.0072,0.03,5.528,20.686,3.585
1344,Germany,DEU,2000,11.0546,0.06,9.513,24.86675,4.731
1345,Germany,DEU,2001,11.2536,0.076,10.509,23.241,5.214
1346,Germany,DEU,2002,11.0378,0.162,15.786,23.66175,6.048
1347,Germany,DEU,2003,11.0416,0.313,18.713,17.722,8.841
1348,Germany,DEU,2004,10.865,0.557,25.509,20.096,10.4712
1349,Germany,DEU,2005,10.6209,1.282,27.229,19.639,14.3542
1350,Germany,DEU,2006,10.7806,2.22,30.71,20.0085,18.7004
1351,Germany,DEU,2007,10.4779,3.075,39.713,21.169,24.3634
1352,Germany,DEU,2008,10.5461,4.42,40.574,20.443,27.8096
1353,Germany,DEU,2009,9.7688,6.583,38.648,19.031,30.9048
1354,Germany,DEU,2010,10.3053,11.729,38.547,20.953,33.9517
1355,Germany,DEU,2011,10.0082,19.599,49.857,17.672274,36.9098
1356,Germany,DEU,2012,10.0526,26.38,51.68,22.09,43.2284
1357,Germany,DEU,2013,10.2428,31.01,52.737,22.998,45.593
1358,Germany,DEU,2014,9.7309,36.056,58.497,19.58710177,48.385
1359,Germany,DEU,2015,9.7278,38.726,80.624,18.97715888,50.459
1360,Germany,DEU,2016,9.7415,38.098,79.924,20.54634396,51.10351075
1361,Germany,DEU,2017,9.5076,39.401,105.693,20.15,51.08045514
1362,Germany,DEU,2018,9.0721,45.784,109.951,17.975,51.07852221
1363,Germany,DEU,2019,8.5184,46.392,125.894,20.19231996,50.41662869
1364,Germany,DEU,2020,7.6901,50.6,130.965,18.633,50.81558988
1404,Greece,GRC,2004,9.7505,0.001,1.121,4.672,0.123
1405,Greece,GRC,2005,10.1499,0.001,1.266,5.017,0.122
1406,Greece,GRC,2006,10.0554,0.001,1.699,5.865,0.114
1407,Greece,GRC,2007,10.3047,0.001,1.818,2.591,0.184
1408,Greece,GRC,2008,10.0654,0.005,2.242,3.312,0.191
1409,Greece,GRC,2009,9.5221,0.05,2.543,5.374,0.218
1410,Greece,GRC,2010,8.9424,0.158,2.714,7.46,0.19
1411,Greece,GRC,2011,8.7311,0.61,3.315,4.011,0.207
1412,Greece,GRC,2012,8.4806,1.694,3.85,4.403,0.204
1413,Greece,GRC,2013,7.6101,3.648,4.139,6.346,0.216
1414,Greece,GRC,2014,7.3506,3.792,3.689,4.476,0.22
1415,Greece,GRC,2015,7.0322,3.9,4.621,6.098,0.231
1416,Greece,GRC,2016,6.7236,3.93,5.146,5.543,0.274
1417,Greece,GRC,2017,7.0822,3.991477,5.536987,3.962547,0.310028
1418,Greece,GRC,2018,6.8244,3.790652,6.300259,5.743448,0.31407
1419,Greece,GRC,2019,6.2764,4.42851,7.266347,3.977615,0.402027
1420,Greece,GRC,2020,5.0115,4.872224617,9.30546379,3.439755625,0.372932887
1520,Hungary,HUN,2008,5.7295,0.001,0.205,0.213,1.938
1521,Hungary,HUN,2009,5.168,0.001,0.331,0.228,2.335
1522,Hungary,HUN,2010,5.245,0.001,0.527,0.188,2.297
1523,Hungary,HUN,2011,5.072,0.001,0.626,0.222,1.859
1524,Hungary,HUN,2012,4.74,0.008,0.771181,0.213,1.655
1525,Hungary,HUN,2013,4.4326,0.025,0.717905,0.213,1.832
1526,Hungary,HUN,2014,4.4547,0.067,0.65654,0.301,2.126
1527,Hungary,HUN,2015,4.7674,0.141,0.693,0.234,2.161
1528,Hungary,HUN,2016,4.8264,0.244,0.684,0.259,2.071
1529,Hungary,HUN,2017,5.0825,0.349,0.758,0.22,2.155
1530,Hungary,HUN,2018,5.0897,0.629,0.607,0.222,2.309
1531,Hungary,HUN,2019,5.0678,1.497,0.729,0.219,2.242
1532,Hungary,HUN,2020,4.9973,2.371,0.643,0.244,2.117
1619,India,IND,1995,0.7906,0.001010101,0.49647,75.9208726,0.563795045
1620,India,IND,1996,0.8407,0.006060606,0.87838,69.0575444,0.756148649
1621,India,IND,1997,0.8589,0.006060606,0.988,70.2110078,0.981666667
1622,India,IND,1998,0.8609,0.006060606,1.079,83.6327256,1.292527778
1623,India,IND,1999,0.9169,0.006060606,1.446,82.2494534,1.686078829
1624,India,IND,2000,0.9265,0.007070707,1.582,76.9903674,1.686078829
1625,India,IND,2001,0.9233,0.011111111,2.085,72.0229618,2.069149925
1626,India,IND,2002,0.9357,0.013131313,2.085,68.544894,2.139900676
1627,India,IND,2003,0.9533,0.016161616,2.60448,69.296192,2.712539565
1628,India,IND,2004,0.9963,0.018181818,5.22543,100.636,3.314363138
1629,India,IND,2005,1.0334,0.018181818,5.991,97.42,4.035136411
1630,India,IND,2006,1.0809,0.0072,9.3373,112.6173323,5.587
1631,India,IND,2007,1.1479,0.059,11.6828,122.6130975,7.403
1632,India,IND,2008,1.2183,0.063,14.3782,115.16902,9.302
1633,India,IND,2009,1.3244,0.075,16.271,106.3380275,11.642
1634,India,IND,2010,1.3594,0.113,19.4564,108.7440975,14.295
1635,India,IND,2011,1.4238,0.827,23.9523,131.7045975,17.137
1636,India,IND,2012,1.5513,2.099,27.4326,115.776375,19.936
1637,India,IND,2013,1.5903,3.433,30.0074,131.98302,22.478
1638,India,IND,2014,1.6871,4.909,33.4549,138.9962925,24.676
1639,India,IND,2015,1.7315,6.56638,32.74138,133.2825367,25.818
1640,India,IND,2016,1.7986,11.55598,43.45283,128.3816139,24.81684573
1641,India,IND,2017,1.8181,21.54458,52.62495,135.8233107,24.90818624
1642,India,IND,2018,1.922,36.33131,60.31116,139.753029,27.22409007
1643,India,IND,2019,1.9218,46.2677,63.31423,162.0153397,29.66709432
1644,India,IND,2020,1.7694,58.68346744,60.42740262,163.640106,32.09817682
1688,Indonesia,IDN,2008,1.5556,0.0001,0.00027,11.52825,8.336595
1689,Indonesia,IDN,2009,1.6845,0.0001,0.00367,11.38385,9.326545
1690,Indonesia,IDN,2010,1.8688,0.00052,0.00364,17.45622,9.40429
1691,Indonesia,IDN,2011,2.0593,0.00077,0.00469,12.4189,9.47989
1692,Indonesia,IDN,2012,2.0991,0.00301,0.00461,12.79911,9.550715
1693,Indonesia,IDN,2013,1.9701,0.0055,0.0001,16.92278,9.50575
1695,Indonesia,IDN,2015,2.1343,0.00528,0.0037,13.74053,10.287645
1696,Indonesia,IDN,2016,2.1443,0.02109,0.00569,18.67689,10.950965
1698,Indonesia,IDN,2018,2.2972,0.01999,0.18798,16.82738,14.33001
1699,Indonesia,IDN,2019,2.441,0.054,0.482,16.546,14.346
1700,Indonesia,IDN,2020,2.1552,0.472689195,0.472689195,19.45437873,15.88226164
1745,Iran,IRN,2009,7.6658,0.0003,0.2262,6.723,0.0017
1746,Iran,IRN,2010,7.7244,0.0007,0.2089,10.252,0.0102
1747,Iran,IRN,2011,7.7355,0.0007,0.2135,10.684,0.022
1748,Iran,IRN,2012,7.9791,0.0007,0.2043,12.502,0.0226
1749,Iran,IRN,2013,7.9785,0.0007,0.2113,14.624,0.0193
1750,Iran,IRN,2014,8.2855,0.0007,0.1977,14.504,0.0466
1751,Iran,IRN,2015,8.0088,0.0015,0.2422,13.252,0.0163
1752,Iran,IRN,2016,8.0107,0.005,0.2643,15.422,0.0218
1753,Iran,IRN,2017,8.8288,0.085805,0.306258,17.232,0.02444
1754,Iran,IRN,2018,8.6449,0.221816,0.585379,11.39147271,0.02444
1755,Iran,IRN,2019,8.8449,0.284322725,0.627310405,28.96311185,0.02444
1756,Iran,IRN,2020,8.8702,0.320649434,0.629344701,21.17150411,0.02444
1857,Ireland,IRL,2009,9.3847,0.000424236,2.955749215,0.901734,0.251354476
1858,Ireland,IRL,2010,9.1767,0.000476107,2.815165684,0.599231,0.315056213
1859,Ireland,IRL,2011,8.298,0.000542081,4.381103159,0.706687,0.336096782
1860,Ireland,IRL,2012,8.2987,0.000645929,4.011200122,0.802349,0.439326552
1861,Ireland,IRL,2013,8.0798,0.000699463,4.542331953,0.599497,0.48095159
1862,Ireland,IRL,2014,7.9771,0.000946215,5.140986328,0.708654,0.536249307
1863,Ireland,IRL,2015,8.3156,0.001616621,6.574180747,0.80649,0.476241666
1864,Ireland,IRL,2016,8.5514,0.005342642,6.149,0.681025,0.681
1865,Ireland,IRL,2017,8.2329,0.010801,7.444742,0.691603,0.729833
1866,Ireland,IRL,2018,8.134,0.016656,8.639767,0.69409,0.848341
1867,Ireland,IRL,2019,7.6345,0.02135,10.019485,0.886582718,0.852089
1868,Ireland,IRL,2020,6.7538,0.02135,11.554372,0.933400669,0.93294041
1913,Israel,ISR,2009,8.8819,0.024,0.009,0.024,0.042
1914,Israel,ISR,2010,9.2952,0.07,0.008,0.031,0.061
1915,Israel,ISR,2011,9.1617,0.192,0.007,0.029,0.073
1916,Israel,ISR,2012,9.8208,0.369,0.006,0.033,0.076
1917,Israel,ISR,2013,8.162,0.4941,0.006,0.0277,0.043
1918,Israel,ISR,2014,7.684,0.8404,0.0059,0.0127,0.0975
1919,Israel,ISR,2015,7.8931,1.2162,0.0067,0.0245,0.0702
1949,Italy,ITA,1989,7.0972,0.002020202,0.002,34.057,3.197
1950,Italy,ITA,1990,7.7049,0.004,0.001919192,31.626,3.271
1951,Italy,ITA,1991,7.6915,0.005,0.002878788,42.239,3.292
1952,Italy,ITA,1992,7.6877,0.009,0.001919192,42.2,3.556
1953,Italy,ITA,1993,7.5459,0.011,0.003838384,41.425,3.783
1954,Italy,ITA,1994,7.4422,0.011,0.006717172,44.658,3.564
1955,Italy,ITA,1995,7.8676,0.013,0.008636364,37.782,3.654
1956,Italy,ITA,1996,7.7811,0.014,0.031666667,42.037,4.139
1957,Italy,ITA,1997,7.9038,0.015,0.118,41.603,4.47
1958,Italy,ITA,1998,8.1411,0.016,0.232,41.22,5.009
1959,Italy,ITA,1999,8.2326,0.017,0.403,45.365,5.53
1960,Italy,ITA,2000,8.2991,0.018,0.563,44.2,6.099
1961,Italy,ITA,2001,8.2738,0.019,1.179,46.811,6.338
1962,Italy,ITA,2002,8.3593,0.021,1.404,39.519,7.372
1963,Italy,ITA,2003,8.6158,0.024,1.458,36.67,8.714
1964,Italy,ITA,2004,8.6554,0.029,1.847,42.338,9.657
1965,Italy,ITA,2005,8.6179,0.031,2.343,36.067,9.998
1966,Italy,ITA,2006,8.4877,0.035,2.971,36.994,10.635
1967,Italy,ITA,2007,8.351,0.039,4.034,32.815,10.827
1968,Italy,ITA,2008,8.1277,0.193,4.861,41.623,11.486
1969,Italy,ITA,2009,7.1861,0.677,6.543,49.138,12.8987
1970,Italy,ITA,2010,7.3519,1.9057,9.1259,51.117,14.816
1971,Italy,ITA,2011,7.1201,10.7957,9.8564,45.823,16.4867
1972,Italy,ITA,2012,6.7377,18.8617,13.4071,41.875,18.0786
1973,Italy,ITA,2013,6.1468,21.5886,14.897,52.774,22.7493
1974,Italy,ITA,2014,5.7869,22.3064,15.1783,58.545,24.6487
1975,Italy,ITA,2015,5.9642,22.9422,14.8439,44.1053,25.5807
1976,Italy,ITA,2016,5.9025,22.1043,17.6887,40.6068,25.7972
1977,Italy,ITA,2017,5.8155,24.3777,17.7419,34.37274,25.5794
1978,Italy,ITA,2018,5.7568,22.6538,17.7164,48.8248,25.258
1979,Italy,ITA,2019,5.6114,23.6889,20.202,46.3565,25.6375
1980,Italy,ITA,2020,5.0249,25.95316064,18.7025304,46.69676059,25.65473402
2009,Japan,JPN,1993,9.3259,0.0225,0.000959596,92.58,11.559372
2010,Japan,JPN,1994,9.7362,0.029,0.000959596,64.462,13.472534
2011,Japan,JPN,1995,9.8098,0.0395,0.000959596,78.793,14.295146
2012,Japan,JPN,1996,9.8823,0.0545,0.001919192,77.173,15.247687
2013,Japan,JPN,1997,9.8097,0.096302846,0.000959596,86.44,16.437627
2014,Japan,JPN,1998,9.4794,0.14324625,0.007070707,89.079,16.172629
2015,Japan,JPN,1999,9.7514,0.218025,0.036363636,83.792,16.48681
2016,Japan,JPN,2000,9.9148,0.344061719,0.109,84.468,16.111082
2017,Japan,JPN,2001,9.7857,0.499739219,0.252,81.537,16.02874
2018,Japan,JPN,2002,10.0015,0.69462,0.413,80.6,16.93931
2019,Japan,JPN,2003,10.0538,0.953955,0.832,92.472,17.876465
2020,Japan,JPN,2004,10.0064,1.271622123,1.44,91.667,18.053456
2021,Japan,JPN,2005,10.0554,1.630088373,1.91,77.56149916,21.686
2022,Japan,JPN,2006,9.8687,1.99563,2.135,88.80700606,21.528
2023,Japan,JPN,2007,10.1416,2.3124675,2.74,74.50974032,22.198
2024,Japan,JPN,2008,9.5871,2.593971257,2.945,75.16437292,21.293
2025,Japan,JPN,2009,9.0484,3.045512507,3.427302299,70.46622009,20.325751
2026,Japan,JPN,2010,9.4507,3.98137875,3.925729063,88.50272695,21.827083
2027,Japan,JPN,2011,9.8434,5.43915,4.459041,82.48676065,21.105194
2028,Japan,JPN,2012,10.1695,7.371902764,4.727417,77.09999027,22.1299815
2029,Japan,JPN,2013,10.251,12.90878151,5.133169068,79.33157053,23.17670147
2030,Japan,JPN,2014,9.8599,23.54816625,5.01397161,81.70857804,23.62768075
2031,Japan,JPN,2015,9.5589,34.54017195,5.222806579,85.76511581,28.48517469
2032,Japan,JPN,2016,9.4215,43.32569293,5.340768811,79.42587496,23.67085294
2033,Japan,JPN,2017,9.3184,54.24169091,5.82717014,79.29134745,27.3897286
2034,Japan,JPN,2018,8.9893,62.11436263,6.444881462,81.10678953,30.13191812
2035,Japan,JPN,2019,8.7177,72.2570303,6.748665019,73.64050985,32.15621198
2036,Japan,JPN,2020,8.1499,82.92248283,7.789507775,77.53846663,34.87056805
2067,Kazakhstan,KAZ,2015,16.4228,0.046171,0.1317223,9.2691904,0.000476
2068,Kazakhstan,KAZ,2016,16.1902,0.0884031,0.2749828,11.6207639,0.00186
2069,Kazakhstan,KAZ,2017,17.0303,0.0926455,0.3397637,11.2101847,0.0021442
2070,Kazakhstan,KAZ,2018,17.3191,0.1412636,0.3853151,10.376336,0.0024284
2071,Kazakhstan,KAZ,2019,15.9486,0.3912209,0.7071334,9.9936588,0.0051146
2072,Kazakhstan,KAZ,2020,15.5158,2.572042476,1.135432165,9.79595097,0.0054196
2155,Latvia,LVA,2011,3.7308,0.0002,0.071,2.887,0.12
2156,Latvia,LVA,2012,3.6343,0.0002,0.108,3.7,0.288
2157,Latvia,LVA,2013,3.6032,0.0002,0.119,2.912,0.502
2158,Latvia,LVA,2014,3.5483,0.0002,0.101,1.994,0.669
2159,Latvia,LVA,2015,3.6353,0.0002,0.147,1.868,0.769
2160,Latvia,LVA,2016,3.6522,0.000382,0.13,2.529,0.823
2161,Latvia,LVA,2017,3.6979,0.00044,0.15,4.38062,0.93064
2162,Latvia,LVA,2018,4.0755,0.001273,0.122038,2.431569,0.943715
2163,Latvia,LVA,2019,4.0111,0.003137,0.153999,2.107554,0.92742
2164,Latvia,LVA,2020,3.5907,0.003137,0.178,2.604,0.889059561
2191,Lithuania,LTU,2011,4.6354,0.0001,0.475,0.4799,0.157
2192,Lithuania,LTU,2012,4.7102,0.0023,0.5401,0.4223,0.218
2193,Lithuania,LTU,2013,4.4384,0.0448,0.6027,0.5212,0.357
2194,Lithuania,LTU,2014,4.4108,0.073,0.6391,0.3982,0.3998
2195,Lithuania,LTU,2015,4.543,0.0733,0.8103,0.3496,0.4465
2196,Lithuania,LTU,2016,4.6205,0.0665,1.1359,0.4539,0.4323
2197,Lithuania,LTU,2017,4.7697,0.0665,1.3638,0.6024,0.5036
2198,Lithuania,LTU,2018,4.8893,0.08,1.145,0.45,0.47
2199,Lithuania,LTU,2019,5.0453,0.0911,1.4994,0.3454,0.5332
2200,Lithuania,LTU,2020,5.0691,0.089774573,1.562093023,0.300106141,0.611495989
2236,Luxembourg,LUX,2000,19.972,4e-05,0.024743,0.123504,0.022352
2237,Luxembourg,LUX,2001,20.9167,4.6e-05,0.02374,0.118032,0.025873
2238,Luxembourg,LUX,2002,22.4994,5.9e-05,0.024479,0.099731,0.027015
2239,Luxembourg,LUX,2003,23.3814,0.001399,0.026168,0.07942,0.034151
2240,Luxembourg,LUX,2004,26.1805,0.009199,0.039399,0.104058,0.042575
2241,Luxembourg,LUX,2005,26.3996,0.017698,0.052251,0.092939,0.046163
2242,Luxembourg,LUX,2006,25.6002,0.021114,0.057986,0.111312,0.055216
2243,Luxembourg,LUX,2007,23.8294,0.020901,0.064286,0.116702,0.062667
2244,Luxembourg,LUX,2008,23.04,0.020031,0.060589,0.132114,0.069648
2245,Luxembourg,LUX,2009,21.4251,0.020316,0.063472,0.105839,0.078185
2246,Luxembourg,LUX,2010,22.0663,0.021148,0.055083,0.107661,0.08414
2247,Luxembourg,LUX,2011,21.379,0.025744,0.06405,0.063,0.092979
2248,Luxembourg,LUX,2012,20.4692,0.038277,0.077466,0.098302,0.094011
2249,Luxembourg,LUX,2013,19.0222,0.073738,0.083027,0.119195,0.094211
2250,Luxembourg,LUX,2014,17.7382,0.094741,0.079876,0.107788,0.115225
2251,Luxembourg,LUX,2015,16.4943,0.103721,0.101848,0.099253,0.125964
2252,Luxembourg,LUX,2016,15.697,0.100288,0.101486,0.115411,0.140018
2253,Luxembourg,LUX,2017,15.6464,0.108463,0.234823,0.085649,0.17138
2254,Luxembourg,LUX,2018,15.8354,0.119725,0.254575,0.092778,0.217402
2255,Luxembourg,LUX,2019,15.8384,0.130385,0.281283,0.106915,0.277679
2256,Luxembourg,LUX,2020,13.059,0.206469353,0.348906912,0.0936708,0.385154203
2338,Mexico,MEX,1990,3.7769,0.001,0.001,24.48094444,5.124
2339,Mexico,MEX,1991,3.8606,0.002,0.001,22.62526389,5.832512475
2340,Mexico,MEX,1992,3.8218,0.003,0.001,26.81369444,6.365522981
2341,Mexico,MEX,1993,3.8146,0.004,0.001,26.65493056,6.49976067
2342,Mexico,MEX,1994,3.8991,0.005,0.005,20.27131944,6.2185254
2343,Mexico,MEX,1995,3.6176,0.005,0.007,27.59866667,6.414443481
2344,Mexico,MEX,1996,3.712,0.006,0.006,31.33627778,6.184555154
2345,Mexico,MEX,1997,3.8964,0.006,0.012,26.36209722,5.883246225
2346,Mexico,MEX,1998,4.043,0.007,0.015,24.59294444,6.138586032
2347,Mexico,MEX,1999,4.0059,0.007,0.017,32.71232,6.060001313
2348,Mexico,MEX,2000,4.0047,0.007,0.019,33.07488,6.358645108
2349,Mexico,MEX,2001,4.0948,0.008,0.018,28.43533,6.247497045
2350,Mexico,MEX,2002,4.0514,0.008,0.021,24.86159,6.071060368
2351,Mexico,MEX,2003,4.2467,0.008,0.019,19.852205,6.949712539
2352,Mexico,MEX,2004,4.199,0.009,0.02,25.17639361,7.261834336
2353,Mexico,MEX,2005,4.3771,0.009,0.019,27.70944556,8.13751914
2354,Mexico,MEX,2006,4.4307,0.01,0.045,30.44647472,7.48738685
2355,Mexico,MEX,2007,4.3948,0.009,0.248,27.33967417,8.249912841
2356,Mexico,MEX,2008,4.4487,0.019,0.255,39.22390917,7.896158096
2357,Mexico,MEX,2009,4.2316,0.027,0.596352778,26.72200556,7.547069263
2358,Mexico,MEX,2010,4.065,0.031,1.239111111,37.15799056,7.446049653
2359,Mexico,MEX,2011,4.1848,0.041,1.648321389,36.27041917,7.366924462
2360,Mexico,MEX,2012,4.232,0.069,3.688310278,31.91068806,6.760935214
2361,Mexico,MEX,2013,4.1247,0.106,4.184543889,28.02132194,7.322260778
2362,Mexico,MEX,2014,3.9976,0.221,6.426196667,38.89276889,7.136634289
2363,Mexico,MEX,2015,3.9552,0.2021975,8.745094722,30.89154056,7.63215399
2364,Mexico,MEX,2016,3.9146,0.143789167,10.37809472,30.69735306,7.609291411
2365,Mexico,MEX,2017,3.6854,1.185388334,10.61978167,31.84765583,8.123817313
2366,Mexico,MEX,2018,3.6081,3.18,13.08861111,32.48555556,9.63403574
2367,Mexico,MEX,2019,3.4138,7.366388895,16.72666668,23.60805557,8.225945146
2368,Mexico,MEX,2020,2.7686,11.87352963,19.70681841,26.83687235,7.59609979
2452,Netherlands,NLD,1992,11.2104,0.001,0.147,0.12,0.752
2453,Netherlands,NLD,1993,11.1479,0.001,0.174,0.092,0.863
2454,Netherlands,NLD,1994,11.1124,1e-05,0.238,0.1,0.939
2455,Netherlands,NLD,1995,11.1393,0.001,0.317,0.088,1.017
2456,Netherlands,NLD,1996,11.6591,0.002,0.437,0.08,1.316
2457,Netherlands,NLD,1997,11.1459,0.002,0.475,0.092,1.463
2458,Netherlands,NLD,1998,11.1436,0.0035,0.64,0.11231,1.590281
2459,Netherlands,NLD,1999,10.7314,0.00527,0.645,0.090249,1.788338
2460,Netherlands,NLD,2000,10.7424,0.00771,0.829,0.142393,2.013194
2461,Netherlands,NLD,2001,11.0007,0.01306,0.825,0.117324,2.358034
2462,Netherlands,NLD,2002,10.898,0.01704,0.946,0.109636,2.906752
2463,Netherlands,NLD,2003,11.0493,0.03074,1.318,0.072023,2.547534
2464,Netherlands,NLD,2004,11.1067,0.03314,1.867,0.095732,3.324906
2465,Netherlands,NLD,2005,10.8096,0.034199,2.067,0.088,5.276719
2466,Netherlands,NLD,2006,10.4682,0.035223,2.734,0.105199,5.194
2467,Netherlands,NLD,2007,10.4128,0.035712,3.437,0.107,4.026282
2468,Netherlands,NLD,2008,10.5541,0.038889,4.258333,0.1,5.082893
2469,Netherlands,NLD,2009,10.197,0.044444,4.583333,0.097222,6.111
2470,Netherlands,NLD,2010,10.8816,0.059444,3.993056,0.104167,7.058056
2471,Netherlands,NLD,2011,10.0531,0.100344,5.100171,0.057,7.083559
2472,Netherlands,NLD,2012,9.8084,0.253753,4.981829,0.104388,7.203605
2473,Netherlands,NLD,2013,9.7773,0.5159,5.627148,0.114312,5.954
2474,Netherlands,NLD,2014,9.3333,0.784762,5.797334,0.111925,5.013182
