,Entity,Code,Year,Annual CO2 emissions (per capita),Renewables (% sub energy)
1792,Iran,IRN,2000,5.6253,0.76
1793,Iran,IRN,2001,5.9408,0.769
1794,Iran,IRN,2002,5.9096,1.357
1795,Iran,IRN,2003,6.0723,1.583
1796,Iran,IRN,2004,6.4095,1.772
1797,Iran,IRN,2005,6.644,2.015
1798,Iran,IRN,2006,7.1382,2.353
1799,Iran,IRN,2007,7.1865,2.136
1800,Iran,IRN,2008,7.4132,0.868
1801,Iran,IRN,2009,7.6658,0.766
1802,Iran,IRN,2010,7.7244,1.127
1803,Iran,IRN,2011,7.7355,1.118
1804,Iran,IRN,2012,7.9791,1.282
1805,Iran,IRN,2013,7.9785,1.434
1806,Iran,IRN,2014,8.2855,1.354
1807,Iran,IRN,2015,8.0088,1.239
1808,Iran,IRN,2016,8.0107,1.367
1809,Iran,IRN,2017,8.8288,1.471
1810,Iran,IRN,2018,8.6449,0.958
1811,Iran,IRN,2019,8.8449,2.226
1812,Iran,IRN,2020,8.8702,1.635
1813,Iraq,IRQ,1965,2.3034,0.965
1814,Iraq,IRQ,1966,3.1991,1.135
1815,Iraq,IRQ,1967,2.0534,1.283
1816,Iraq,IRQ,1968,2.1268,1.45
1817,Iraq,IRQ,1969,2.3578,1.364
1818,Iraq,IRQ,1970,2.4081,1.311
1819,Iraq,IRQ,1971,2.8113,1.388
1820,Iraq,IRQ,1972,2.785,1.171
1821,Iraq,IRQ,1973,2.7955,1.739
1822,Iraq,IRQ,1974,2.7324,2.434
1823,Iraq,IRQ,1975,2.8345,2.551
1824,Iraq,IRQ,1976,4.0382,1.988
1825,Iraq,IRQ,1977,3.501,2.378
1826,Iraq,IRQ,1978,3.2808,3.091
1827,Iraq,IRQ,1979,3.9839,3.591
1828,Iraq,IRQ,1980,3.3221,2.017
1829,Iraq,IRQ,1981,2.2715,1.794
1830,Iraq,IRQ,1982,2.1046,1.69
1831,Iraq,IRQ,1983,2.5963,1.527
1832,Iraq,IRQ,1984,2.6182,1.415
1833,Iraq,IRQ,1985,2.8412,1.197
1834,Iraq,IRQ,1986,2.9686,1.061
1835,Iraq,IRQ,1987,3.2099,3.83
1836,Iraq,IRQ,1988,4.0408,3.285
1837,Iraq,IRQ,1989,4.2508,2.932
1838,Iraq,IRQ,1990,2.8163,5.661
1839,Iraq,IRQ,1991,2.5258,3.885
1840,Iraq,IRQ,1992,3.2,6.005
1841,Iraq,IRQ,1993,3.3305,5.225
1842,Iraq,IRQ,1994,3.6383,4.628
1843,Iraq,IRQ,1995,3.6767,5.37
1844,Iraq,IRQ,1996,3.3336,4.718
1845,Iraq,IRQ,1997,3.1754,4.101
1846,Iraq,IRQ,1998,3.2604,5.481
1847,Iraq,IRQ,1999,3.1436,4.194
1848,Iraq,IRQ,2000,3.052,2.964
1849,Iraq,IRQ,2001,3.4929,3.03
1850,Iraq,IRQ,2002,3.4623,3.926
1851,Iraq,IRQ,2003,3.5402,4.396
1852,Iraq,IRQ,2004,4.3185,4.947
1853,Iraq,IRQ,2005,4.1885,4.364
1854,Iraq,IRQ,2006,3.5691,4.33
1855,Iraq,IRQ,2007,2.1916,3.715
1856,Iraq,IRQ,2008,3.2341,2.287
1857,Iraq,IRQ,2009,3.5539,1.964
1858,Iraq,IRQ,2010,3.7007,2.34
1859,Iraq,IRQ,2011,4.4027,2.065
1860,Iraq,IRQ,2012,4.7919,2.498
1861,Iraq,IRQ,2013,4.9364,2.439
1862,Iraq,IRQ,2014,4.7992,1.572
1863,Iraq,IRQ,2015,4.6566,1.408
1864,Iraq,IRQ,2016,5.3089,1.606
1865,Iraq,IRQ,2017,5.6375,1.054
1866,Iraq,IRQ,2018,5.4985,0.982
1867,Iraq,IRQ,2019,5.6727,1.159
1868,Iraq,IRQ,2020,5.2416,1.222
1869,Ireland,IRL,1965,4.8581,3.877
1870,Ireland,IRL,1966,5.3251,3.117
1871,Ireland,IRL,1967,5.7599,2.718
1872,Ireland,IRL,1968,6.2227,2.228
1873,Ireland,IRL,1969,6.42,1.682
1874,Ireland,IRL,1970,6.6681,2.946
1875,Ireland,IRL,1971,7.6343,1.643
1876,Ireland,IRL,1972,7.3785,2.296
1877,Ireland,IRL,1973,7.5293,2.036
1878,Ireland,IRL,1974,7.5501,2.475
1879,Ireland,IRL,1975,7.0279,1.75
1880,Ireland,IRL,1976,6.9888,1.944
1881,Ireland,IRL,1977,7.2681,2.289
1882,Ireland,IRL,1978,7.158,2.062
1883,Ireland,IRL,1979,8.1995,2.213
1884,Ireland,IRL,1980,7.7617,2.32
1885,Ireland,IRL,1981,7.6158,2.443
1886,Ireland,IRL,1982,7.4024,2.295
1887,Ireland,IRL,1983,7.3944,2.261
1888,Ireland,IRL,1984,7.3029,2.012
1889,Ireland,IRL,1985,7.6189,2.34
1890,Ireland,IRL,1986,8.1191,2.378
1891,Ireland,IRL,1987,8.5972,1.755
1892,Ireland,IRL,1988,8.5086,2.243
1893,Ireland,IRL,1989,8.5656,1.741
1894,Ireland,IRL,1990,9.3833,1.656
1895,Ireland,IRL,1991,9.5726,1.711
1896,Ireland,IRL,1992,9.4889,1.873
1897,Ireland,IRL,1993,9.5056,1.739
1898,Ireland,IRL,1994,9.7641,2.014
1899,Ireland,IRL,1995,9.9806,1.533
1900,Ireland,IRL,1996,10.3515,1.517
1901,Ireland,IRL,1997,10.6281,1.542
1902,Ireland,IRL,1998,11.0386,2.073
1903,Ireland,IRL,1999,11.3734,1.882
1904,Ireland,IRL,2000,11.9607,1.908
1905,Ireland,IRL,2001,12.3903,1.55
1906,Ireland,IRL,2002,11.7914,2.085
1907,Ireland,IRL,2003,11.478,1.752
1908,Ireland,IRL,2004,11.3761,2.105
1909,Ireland,IRL,2005,11.6284,2.694
1910,Ireland,IRL,2006,11.2522,3.464
1911,Ireland,IRL,2007,11.0214,3.771
1912,Ireland,IRL,2008,10.7265,4.833
1913,Ireland,IRL,2009,9.3847,6.027
1914,Ireland,IRL,2010,9.1767,5.452
1915,Ireland,IRL,2011,8.298,8.324
1916,Ireland,IRL,2012,8.2987,8.129
1917,Ireland,IRL,2013,8.0798,8.833
1918,Ireland,IRL,2014,7.9771,10.009
1919,Ireland,IRL,2015,8.3156,11.522
1920,Ireland,IRL,2016,8.5514,10.501
1921,Ireland,IRL,2017,8.2329,12.288
1922,Ireland,IRL,2018,8.134,13.731
1923,Ireland,IRL,2019,7.6345,15.834
1924,Ireland,IRL,2020,6.7538,19.411
1925,Israel,ISR,1965,5.1916,0.0
1926,Israel,ISR,1966,5.3079,0.0
1927,Israel,ISR,1967,5.1651,0.0
1928,Israel,ISR,1968,5.1529,0.0
1929,Israel,ISR,1969,5.4017,0.0
1930,Israel,ISR,1970,5.8852,0.0
1931,Israel,ISR,1971,5.5927,0.0
1932,Israel,ISR,1972,5.6369,0.0
1933,Israel,ISR,1973,6.2157,0.0
1934,Israel,ISR,1974,6.0518,0.0
1935,Israel,ISR,1975,5.9269,0.0
1936,Israel,ISR,1976,5.7563,0.0
1937,Israel,ISR,1977,5.6928,0.0
1938,Israel,ISR,1978,5.9206,0.0
1939,Israel,ISR,1979,5.7504,0.0
1940,Israel,ISR,1980,5.6701,0.0
1941,Israel,ISR,1981,5.5739,0.006
1942,Israel,ISR,1982,6.2153,0.006
1943,Israel,ISR,1983,6.0731,0.003
1944,Israel,ISR,1984,5.9202,0.005
1945,Israel,ISR,1985,6.0998,0.006
1946,Israel,ISR,1986,6.4256,0.016
1947,Israel,ISR,1987,6.4958,0.024
1948,Israel,ISR,1988,7.0024,0.022
1949,Israel,ISR,1989,7.2444,0.006
1950,Israel,ISR,1990,8.0534,0.006
1951,Israel,ISR,1991,7.8767,0.012
1952,Israel,ISR,1992,8.8542,0.054
1953,Israel,ISR,1993,8.9736,0.045
1954,Israel,ISR,1994,9.2986,0.037
1955,Israel,ISR,1995,9.4597,0.036
1956,Israel,ISR,1996,9.5748,0.033
1957,Israel,ISR,1997,9.8563,0.035
1958,Israel,ISR,1998,9.8275,0.032
1959,Israel,ISR,1999,9.4003,0.041
1960,Israel,ISR,2000,10.0101,0.037
1961,Israel,ISR,2001,10.3988,0.024
1962,Israel,ISR,2002,9.6123,0.037
1963,Israel,ISR,2003,9.9412,0.048
1964,Israel,ISR,2004,9.1736,0.043
1965,Israel,ISR,2005,8.6568,0.041
1966,Israel,ISR,2006,9.3028,0.026
1967,Israel,ISR,2007,9.1717,0.024
1968,Israel,ISR,2008,9.6826,0.031
1969,Israel,ISR,2009,8.8819,0.1
1970,Israel,ISR,2010,9.2952,0.161
1971,Israel,ISR,2011,9.1617,0.277
1972,Israel,ISR,2012,9.8208,0.423
1973,Israel,ISR,2013,8.162,0.534
1974,Israel,ISR,2014,7.684,0.905
1975,Israel,ISR,2015,7.8931,1.175
1976,Israel,ISR,2016,7.5495,1.58
1977,Israel,ISR,2017,7.1415,1.511
1978,Israel,ISR,2018,7.2238,1.657
1979,Israel,ISR,2019,7.3237,2.606
1980,Israel,ISR,2020,6.5104,4.809
1981,Italy,ITA,1965,3.6675,13.674
1982,Italy,ITA,1966,4.1101,13.078
1983,Italy,ITA,1967,4.4653,11.744
1984,Italy,ITA,1968,4.7197,10.976
1985,Italy,ITA,1969,5.0731,9.9
1986,Italy,ITA,1970,5.5376,8.888
1987,Italy,ITA,1971,5.772,8.19
1988,Italy,ITA,1972,6.0495,8.145
1989,Italy,ITA,1973,6.4693,7.145
1990,Italy,ITA,1974,6.5187,7.265
1991,Italy,ITA,1975,6.1712,7.948
1992,Italy,ITA,1976,6.5864,7.189
1993,Italy,ITA,1977,6.3541,9.158
1994,Italy,ITA,1978,6.6312,8.026
1995,Italy,ITA,1979,6.8578,7.855
1996,Italy,ITA,1980,6.8578,7.97
1997,Italy,ITA,1981,6.6418,7.692
1998,Italy,ITA,1982,6.4768,7.592
1999,Italy,ITA,1983,6.3139,7.731
2000,Italy,ITA,1984,6.4119,7.788
2001,Italy,ITA,1985,6.4806,7.552
2002,Italy,ITA,1986,6.3735,7.4
2003,Italy,ITA,1987,6.6675,6.956
2004,Italy,ITA,1988,6.7691,6.988
2005,Italy,ITA,1989,7.0972,5.692
2006,Italy,ITA,1990,7.7049,5.244
2007,Italy,ITA,1991,7.6915,6.639
2008,Italy,ITA,1992,7.6877,6.7
2009,Italy,ITA,1993,7.5459,6.763
2010,Italy,ITA,1994,7.4422,7.233
2011,Italy,ITA,1995,7.8676,5.969
2012,Italy,ITA,1996,7.7811,6.66
2013,Italy,ITA,1997,7.9038,6.544
2014,Italy,ITA,1998,8.1411,6.434
2015,Italy,ITA,1999,8.2326,6.911
2016,Italy,ITA,2000,8.2991,6.761
2017,Italy,ITA,2001,8.2738,7.183
2018,Italy,ITA,2002,8.3593,6.386
2019,Italy,ITA,2003,8.6158,5.963
2020,Italy,ITA,2004,8.6554,6.793
2021,Italy,ITA,2005,8.6179,6.035
2022,Italy,ITA,2006,8.4877,6.308
2023,Italy,ITA,2007,8.351,6.018
2024,Italy,ITA,2008,8.1277,7.69
2025,Italy,ITA,2009,7.1861,9.94
2026,Italy,ITA,2010,7.3519,10.717
2027,Italy,ITA,2011,7.1201,11.65
2028,Italy,ITA,2012,6.7377,13.259
2029,Italy,ITA,2013,6.1468,16.448
2030,Italy,ITA,2014,5.7869,18.434
2031,Italy,ITA,2015,5.9642,16.105
2032,Italy,ITA,2016,5.9025,15.776
2033,Italy,ITA,2017,5.8155,14.943
2034,Italy,ITA,2018,5.7568,16.458
2035,Italy,ITA,2019,5.6114,16.546
2036,Italy,ITA,2020,5.0249,18.539
2037,Japan,JPN,1965,3.9257,11.675
2038,Japan,JPN,1966,4.2095,11.023
2039,Japan,JPN,1967,4.8532,8.305
2040,Japan,JPN,1968,5.5023,7.981
2041,Japan,JPN,1969,6.3115,7.184
2042,Japan,JPN,1970,7.3189,6.45
2043,Japan,JPN,1971,7.4844,6.763
2044,Japan,JPN,1972,7.8922,6.525
2045,Japan,JPN,1973,8.3473,4.613
2046,Japan,JPN,1974,8.2353,5.689
2047,Japan,JPN,1975,7.726,6.014
2048,Japan,JPN,1976,7.9799,5.814
2049,Japan,JPN,1977,8.1273,5.051
2050,Japan,JPN,1978,7.7804,4.676
2051,Japan,JPN,1979,8.1552,5.197
2052,Japan,JPN,1980,8.0198,5.851
2053,Japan,JPN,1981,7.8061,5.891
2054,Japan,JPN,1982,7.5031,6.322
2055,Japan,JPN,1983,7.3148,6.5
2056,Japan,JPN,1984,7.7323,5.261
2057,Japan,JPN,1985,7.4858,5.963
2058,Japan,JPN,1986,7.4465,5.896
2059,Japan,JPN,1987,7.3333,5.472
2060,Japan,JPN,1988,7.974,6.105
2061,Japan,JPN,1989,8.2355,6.042
2062,Japan,JPN,1990,9.3009,5.26
2063,Japan,JPN,1991,9.3628,5.556
2064,Japan,JPN,1992,9.4102,4.763
2065,Japan,JPN,1993,9.3259,5.321
2066,Japan,JPN,1994,9.7362,3.835
2067,Japan,JPN,1995,9.8098,4.361
2068,Japan,JPN,1996,9.8823,4.248
2069,Japan,JPN,1997,9.8097,4.643
2070,Japan,JPN,1998,9.4794,4.851
2071,Japan,JPN,1999,9.7514,4.551
2072,Japan,JPN,2000,9.9148,4.525
2073,Japan,JPN,2001,9.7857,4.416
2074,Japan,JPN,2002,10.0015,4.396
2075,Japan,JPN,2003,10.0538,4.981
2076,Japan,JPN,2004,10.0064,4.908
2077,Japan,JPN,2005,10.0554,4.443
2078,Japan,JPN,2006,9.8687,4.931
2079,Japan,JPN,2007,10.1416,4.401
2080,Japan,JPN,2008,9.5871,4.462
2081,Japan,JPN,2009,9.0484,4.637
2082,Japan,JPN,2010,9.4507,5.257
2083,Japan,JPN,2011,9.8434,5.288
2084,Japan,JPN,2012,10.1695,5.191
2085,Japan,JPN,2013,10.251,5.632
2086,Japan,JPN,2014,9.8599,6.383
2087,Japan,JPN,2015,9.5589,7.412
2088,Japan,JPN,2016,9.4215,7.347
2089,Japan,JPN,2017,9.3184,7.936
2090,Japan,JPN,2018,8.9893,8.555
2091,Japan,JPN,2019,8.7177,8.968
2092,Japan,JPN,2020,8.1499,10.593
2093,Kazakhstan,KAZ,1985,16.1287,1.82
2094,Kazakhstan,KAZ,1986,16.2557,1.633
2095,Kazakhstan,KAZ,1987,15.9883,1.915
2096,Kazakhstan,KAZ,1988,16.8596,2.254
2097,Kazakhstan,KAZ,1989,16.1824,2.388
2098,Kazakhstan,KAZ,1990,17.1791,2.384
2099,Kazakhstan,KAZ,1991,16.5938,2.333
2100,Kazakhstan,KAZ,1992,15.1669,2.254
2101,Kazakhstan,KAZ,1993,13.5709,2.838
2102,Kazakhstan,KAZ,1994,11.5875,3.836
2103,Kazakhstan,KAZ,1995,11.2619,3.875
2104,Kazakhstan,KAZ,1996,10.4876,3.917
2105,Kazakhstan,KAZ,1997,10.0981,3.938
2106,Kazakhstan,KAZ,1998,9.8854,3.95
2107,Kazakhstan,KAZ,1999,8.321,4.197
2108,Kazakhstan,KAZ,2000,9.9884,5.679
2109,Kazakhstan,KAZ,2001,9.63,5.377
2110,Kazakhstan,KAZ,2002,10.7529,5.771
2111,Kazakhstan,KAZ,2003,11.8518,5.073
2112,Kazakhstan,KAZ,2004,12.3637,4.45
2113,Kazakhstan,KAZ,2005,13.1015,4.147
2114,Kazakhstan,KAZ,2006,14.2194,3.784
2115,Kazakhstan,KAZ,2007,14.4917,3.572
2116,Kazakhstan,KAZ,2008,14.4161,3.067
2117,Kazakhstan,KAZ,2009,13.907,3.122
2118,Kazakhstan,KAZ,2010,15.3251,3.368
2119,Kazakhstan,KAZ,2011,14.5331,2.904
2120,Kazakhstan,KAZ,2012,14.6755,2.664
2121,Kazakhstan,KAZ,2013,14.9023,2.666
2122,Kazakhstan,KAZ,2014,16.1266,2.781
2123,Kazakhstan,KAZ,2015,16.4228,3.136
2124,Kazakhstan,KAZ,2016,16.1902,3.98
2125,Kazakhstan,KAZ,2017,17.0303,3.565
2126,Kazakhstan,KAZ,2018,17.3191,3.012
2127,Kazakhstan,KAZ,2019,15.9486,3.141
2128,Kazakhstan,KAZ,2020,15.5158,3.863
2129,Kuwait,KWT,1965,74.975,0.0
2130,Kuwait,KWT,1966,67.1353,0.0
2131,Kuwait,KWT,1967,44.0444,0.0
2132,Kuwait,KWT,1968,36.5759,0.0
2133,Kuwait,KWT,1969,38.9123,0.0
2134,Kuwait,KWT,1970,33.6109,0.0
2135,Kuwait,KWT,1971,33.9543,0.0
2136,Kuwait,KWT,1972,32.4115,0.0
2137,Kuwait,KWT,1973,26.7465,0.0
2138,Kuwait,KWT,1974,20.0796,0.0
2139,Kuwait,KWT,1975,16.4554,0.0
2140,Kuwait,KWT,1976,16.9968,0.0
2141,Kuwait,KWT,1977,14.9114,0.0
2142,Kuwait,KWT,1978,17.1328,0.0
2143,Kuwait,KWT,1979,13.6008,0.0
2144,Kuwait,KWT,1980,17.9853,0.0
2145,Kuwait,KWT,1981,17.4661,0.0
2146,Kuwait,KWT,1982,13.989,0.0
2147,Kuwait,KWT,1983,13.6598,0.0
2148,Kuwait,KWT,1984,17.1203,0.0
2149,Kuwait,KWT,1985,16.7525,0.0
2150,Kuwait,KWT,1986,19.2273,0.0
2151,Kuwait,KWT,1987,16.1832,0.0
2152,Kuwait,KWT,1988,16.1315,0.0
2153,Kuwait,KWT,1989,17.0928,0.0
2154,Kuwait,KWT,1990,18.0433,0.0
2155,Kuwait,KWT,1991,7.3433,0.0
2156,Kuwait,KWT,1992,15.503,0.0
2157,Kuwait,KWT,1993,27.7159,0.0
2158,Kuwait,KWT,1994,33.2825,0.0
2159,Kuwait,KWT,1995,33.993,0.0
2160,Kuwait,KWT,1996,30.681,0.0
2161,Kuwait,KWT,1997,31.9664,0.0
2162,Kuwait,KWT,1998,28.1578,0.0
2163,Kuwait,KWT,1999,27.5781,0.0
2164,Kuwait,KWT,2000,26.1037,0.0
2165,Kuwait,KWT,2001,27.3314,0.0
2166,Kuwait,KWT,2002,27.1321,0.0
2167,Kuwait,KWT,2003,27.583,0.0
2168,Kuwait,KWT,2004,28.6794,0.0
2169,Kuwait,KWT,2005,31.3478,0.0
2170,Kuwait,KWT,2006,30.9183,0.0
2171,Kuwait,KWT,2007,29.902,0.0
2172,Kuwait,KWT,2008,30.9853,0.0
2173,Kuwait,KWT,2009,30.8237,0.0
2174,Kuwait,KWT,2010,29.8381,0.0
2175,Kuwait,KWT,2011,27.2289,0.0
2176,Kuwait,KWT,2012,29.8831,0.0
2177,Kuwait,KWT,2013,23.1694,0.0
2178,Kuwait,KWT,2014,20.4505,0.002
2179,Kuwait,KWT,2015,23.8162,0.003
2180,Kuwait,KWT,2016,25.4896,0.027
2181,Kuwait,KWT,2017,23.4572,0.038
2182,Kuwait,KWT,2018,23.1008,0.048
2183,Kuwait,KWT,2019,22.9735,0.091
2184,Kuwait,KWT,2020,20.8251,0.101
2185,Latvia,LVA,1985,9.9531,7.824
2186,Latvia,LVA,1986,9.03,8.486
2187,Latvia,LVA,1987,7.3252,11.486
2188,Latvia,LVA,1988,7.0832,9.862
2189,Latvia,LVA,1989,6.7077,11.87
2190,Latvia,LVA,1990,7.3792,14.58
2191,Latvia,LVA,1991,6.7642,11.502
2192,Latvia,LVA,1992,5.4168,12.376
2193,Latvia,LVA,1993,4.616,16.424
2194,Latvia,LVA,1994,4.0769,19.52
2195,Latvia,LVA,1995,3.6412,18.524
2196,Latvia,LVA,1996,3.7161,12.568
2197,Latvia,LVA,1997,3.538,19.903
2198,Latvia,LVA,1998,3.4173,26.84
2199,Latvia,LVA,1999,3.2049,20.115
2200,Latvia,LVA,2000,2.9702,21.06
2201,Latvia,LVA,2001,3.1782,19.507
2202,Latvia,LVA,2002,3.2241,16.788
2203,Latvia,LVA,2003,3.3506,15.881
2204,Latvia,LVA,2004,3.3924,19.229
2205,Latvia,LVA,2005,3.4683,19.814
2206,Latvia,LVA,2006,3.7347,16.909
2207,Latvia,LVA,2007,3.9294,16.534
2208,Latvia,LVA,2008,3.7757,18.561
2209,Latvia,LVA,2009,3.4764,21.569
2210,Latvia,LVA,2010,4.0372,19.328
2211,Latvia,LVA,2011,3.7308,18.224
2212,Latvia,LVA,2012,3.6343,23.387
2213,Latvia,LVA,2013,3.6032,20.822
2214,Latvia,LVA,2014,3.5483,17.601
2215,Latvia,LVA,2015,3.6353,17.225
2216,Latvia,LVA,2016,3.6522,20.134
2217,Latvia,LVA,2017,3.6979,28.7
2218,Latvia,LVA,2018,4.0755,20.08
2219,Latvia,LVA,2019,4.0111,17.984
2220,Latvia,LVA,2020,3.5907,22.489
2221,Lithuania,LTU,1985,11.3158,0.607
2222,Lithuania,LTU,1986,9.9875,0.643
2223,Lithuania,LTU,1987,9.9156,0.578
2224,Lithuania,LTU,1988,9.9108,0.585
2225,Lithuania,LTU,1989,9.9527,0.541
2226,Lithuania,LTU,1990,9.6773,0.573
2227,Lithuania,LTU,1991,10.2368,0.442
2228,Lithuania,LTU,1992,5.7486,0.666
2229,Lithuania,LTU,1993,4.4553,1.076
2230,Lithuania,LTU,1994,4.3301,1.432
2231,Lithuania,LTU,1995,4.1613,1.059
2232,Lithuania,LTU,1996,4.3769,0.851
2233,Lithuania,LTU,1997,4.2449,0.835
2234,Lithuania,LTU,1998,4.5091,1.1
2235,Lithuania,LTU,1999,3.8204,1.313
2236,Lithuania,LTU,2000,3.3915,1.217
2237,Lithuania,LTU,2001,3.6351,0.999
2238,Lithuania,LTU,2002,3.6865,1.015
2239,Lithuania,LTU,2003,3.7174,0.895
2240,Lithuania,LTU,2004,3.9298,1.135
2241,Lithuania,LTU,2005,4.2214,1.332
2242,Lithuania,LTU,2006,4.3696,1.31
2243,Lithuania,LTU,2007,4.8555,1.586
2244,Lithuania,LTU,2008,4.7318,1.648
2245,Lithuania,LTU,2009,4.1178,2.029
2246,Lithuania,LTU,2010,4.4641,3.626
2247,Lithuania,LTU,2011,4.6354,4.238
2248,Lithuania,LTU,2012,4.7102,4.463
2249,Lithuania,LTU,2013,4.4384,6.207
2250,Lithuania,LTU,2014,4.4108,6.332
2251,Lithuania,LTU,2015,4.543,6.705
2252,Lithuania,LTU,2016,4.6205,8.147
2253,Lithuania,LTU,2017,4.7697,9.319
2254,Lithuania,LTU,2018,4.8893,7.653
2255,Lithuania,LTU,2019,5.0453,8.8
2256,Lithuania,LTU,2020,5.0691,9.159
2257,Luxembourg,LUX,1965,36.9303,0.574
2258,Luxembourg,LUX,1966,34.9264,0.539
2259,Luxembourg,LUX,1967,33.9592,0.618
2260,Luxembourg,LUX,1968,36.5036,0.584
2261,Luxembourg,LUX,1969,39.0506,0.472
2262,Luxembourg,LUX,1970,40.4371,0.502
2263,Luxembourg,LUX,1971,38.5528,0.295
2264,Luxembourg,LUX,1972,39.0989,0.338
2265,Luxembourg,LUX,1973,40.7129,0.281
2266,Luxembourg,LUX,1974,41.0719,0.409
2267,Luxembourg,LUX,1975,33.5153,0.426
2268,Luxembourg,LUX,1976,33.2669,0.268
2269,Luxembourg,LUX,1977,30.5155,0.644
2270,Luxembourg,LUX,1978,32.9036,0.607
2271,Luxembourg,LUX,1979,33.5235,0.642
2272,Luxembourg,LUX,1980,30.4179,0.722
2273,Luxembourg,LUX,1981,26.0047,0.919
2274,Luxembourg,LUX,1982,24.4432,0.889
2275,Luxembourg,LUX,1983,22.8963,0.931
2276,Luxembourg,LUX,1984,24.6154,0.927
2277,Luxembourg,LUX,1985,25.1766,0.754
2278,Luxembourg,LUX,1986,24.7141,0.908
2279,Luxembourg,LUX,1987,23.7479,1.138
2280,Luxembourg,LUX,1988,24.3232,1.046
2281,Luxembourg,LUX,1989,26.0682,0.705
2282,Luxembourg,LUX,1990,30.969,0.617
2283,Luxembourg,LUX,1991,32.2064,0.682
2284,Luxembourg,LUX,1992,31.1952,0.567
2285,Luxembourg,LUX,1993,31.135,0.56
2286,Luxembourg,LUX,1994,28.6815,0.72
2287,Luxembourg,LUX,1995,22.4227,0.881
2288,Luxembourg,LUX,1996,22.2262,0.601
2289,Luxembourg,LUX,1997,20.3676,0.837
2290,Luxembourg,LUX,1998,18.0259,1.206
2291,Luxembourg,LUX,1999,18.8466,0.972
2292,Luxembourg,LUX,2000,19.972,1.275
2293,Luxembourg,LUX,2001,20.9167,1.162
2294,Luxembourg,LUX,2002,22.4994,0.953
2295,Luxembourg,LUX,2003,23.3814,0.842
2296,Luxembourg,LUX,2004,26.1805,1.022
2297,Luxembourg,LUX,2005,26.3996,1.071
2298,Luxembourg,LUX,2006,25.6002,1.273
2299,Luxembourg,LUX,2007,23.8294,1.404
2300,Luxembourg,LUX,2008,23.04,1.5
2301,Luxembourg,LUX,2009,21.4251,1.479
2302,Luxembourg,LUX,2010,22.0663,1.397
2303,Luxembourg,LUX,2011,21.379,1.307
2304,Luxembourg,LUX,2012,20.4692,1.658
2305,Luxembourg,LUX,2013,19.0222,2.079
2306,Luxembourg,LUX,2014,17.7382,2.292
2307,Luxembourg,LUX,2015,16.4943,2.54
2308,Luxembourg,LUX,2016,15.697,2.716
2309,Luxembourg,LUX,2017,15.6464,3.4
2310,Luxembourg,LUX,2018,15.8354,3.682
2311,Luxembourg,LUX,2019,15.8384,4.198
2312,Luxembourg,LUX,2020,13.059,6.396
2313,Malaysia,MYS,1965,0.8797,5.638
2314,Malaysia,MYS,1966,1.0045,5.695
2315,Malaysia,MYS,1967,1.0081,5.903
2316,Malaysia,MYS,1968,1.0226,6.422
2317,Malaysia,MYS,1969,0.8662,7.732
2318,Malaysia,MYS,1970,1.35,8.245
2319,Malaysia,MYS,1971,1.5062,6.513
2320,Malaysia,MYS,1972,1.5807,6.352
2321,Malaysia,MYS,1973,1.51,5.673
2322,Malaysia,MYS,1974,1.6043,5.075
2323,Malaysia,MYS,1975,1.5988,4.882
2324,Malaysia,MYS,1976,1.9166,4.145
2325,Malaysia,MYS,1977,1.7686,3.026
2326,Malaysia,MYS,1978,1.7725,2.593
2327,Malaysia,MYS,1979,2.0287,2.589
2328,Malaysia,MYS,1980,2.0316,3.071
2329,Malaysia,MYS,1981,2.1846,3.319
2330,Malaysia,MYS,1982,2.1174,2.963
2331,Malaysia,MYS,1983,2.5675,3.002
2332,Malaysia,MYS,1984,2.2903,5.51
2333,Malaysia,MYS,1985,2.329,6.017
2334,Malaysia,MYS,1986,2.4995,5.869
2335,Malaysia,MYS,1987,2.4741,6.857
2336,Malaysia,MYS,1988,2.5184,7.453
2337,Malaysia,MYS,1989,2.8572,6.169
2338,Malaysia,MYS,1990,3.01,4.346
2339,Malaysia,MYS,1991,3.5521,3.966
2340,Malaysia,MYS,1992,3.8395,3.534
2341,Malaysia,MYS,1993,4.4506,3.837
2342,Malaysia,MYS,1994,4.5367,4.695
2343,Malaysia,MYS,1995,5.5611,4.32
2344,Malaysia,MYS,1996,5.3975,3.226
2345,Malaysia,MYS,1997,5.6618,2.232
2346,Malaysia,MYS,1998,5.1657,2.564
2347,Malaysia,MYS,1999,4.7787,3.838
2348,Malaysia,MYS,2000,5.4411,3.446
2349,Malaysia,MYS,2001,5.6513,2.984
2350,Malaysia,MYS,2002,5.5815,2.43
2351,Malaysia,MYS,2003,6.3372,2.101
2352,Malaysia,MYS,2004,6.7923,2.187
2353,Malaysia,MYS,2005,7.0583,2.186
2354,Malaysia,MYS,2006,6.8234,2.2
2355,Malaysia,MYS,2007,6.8283,1.982
2356,Malaysia,MYS,2008,7.4161,2.436
2357,Malaysia,MYS,2009,7.2368,2.406
2358,Malaysia,MYS,2010,7.6551,2.135
2359,Malaysia,MYS,2011,7.5737,2.579
2360,Malaysia,MYS,2012,7.4037,2.676
2361,Malaysia,MYS,2013,8.2286,3.08
2362,Malaysia,MYS,2014,8.1975,3.327
2363,Malaysia,MYS,2015,7.659,3.406
