,Entity,Code,Year,Annual CO2 emissions (per capita),Renewables (% sub energy)
2951,Poland,POL,2012,8.5464,4.613
2952,Poland,POL,2013,8.4547,4.599
2953,Poland,POL,2014,8.1457,5.362
2954,Poland,POL,2015,8.2405,5.839
2955,Poland,POL,2016,8.5377,5.415
2956,Poland,POL,2017,8.8974,5.617
2957,Poland,POL,2018,8.8866,5.304
2958,Poland,POL,2019,8.4334,6.33
2959,Poland,POL,2020,7.916,7.107
2960,Portugal,PRT,1965,1.3069,23.692
2961,Portugal,PRT,1966,1.3426,28.417
2962,Portugal,PRT,1967,1.416,27.515
2963,Portugal,PRT,1968,1.4955,25.773
2964,Portugal,PRT,1969,1.6872,29.011
2965,Portugal,PRT,1970,1.7612,21.961
2966,Portugal,PRT,1971,1.8823,21.005
2967,Portugal,PRT,1972,2.083,22.045
2968,Portugal,PRT,1973,2.239,20.834
2969,Portugal,PRT,1974,2.2837,21.184
2970,Portugal,PRT,1975,2.3195,17.653
2971,Portugal,PRT,1976,2.4,13.429
2972,Portugal,PRT,1977,2.3969,24.25
2973,Portugal,PRT,1978,2.3643,24.938
2974,Portugal,PRT,1979,2.5728,24.418
2975,Portugal,PRT,1980,2.7457,18.197
2976,Portugal,PRT,1981,2.7493,11.803
2977,Portugal,PRT,1982,2.9379,14.915
2978,Portugal,PRT,1983,3.0195,16.715
2979,Portugal,PRT,1984,2.9022,19.325
2980,Portugal,PRT,1985,2.7323,21.028
2981,Portugal,PRT,1986,3.0445,16.068
2982,Portugal,PRT,1987,3.1469,16.823
2983,Portugal,PRT,1988,3.2899,20.044
2984,Portugal,PRT,1989,4.1273,9.274
2985,Portugal,PRT,1990,4.5813,13.923
2986,Portugal,PRT,1991,4.7551,13.422
2987,Portugal,PRT,1992,5.1231,7.433
2988,Portugal,PRT,1993,4.9513,12.371
2989,Portugal,PRT,1994,5.0051,14.725
2990,Portugal,PRT,1995,5.405,10.808
2991,Portugal,PRT,1996,5.1152,17.706
2992,Portugal,PRT,1997,5.3772,15.711
2993,Portugal,PRT,1998,5.8026,14.309
2994,Portugal,PRT,1999,6.5246,8.518
2995,Portugal,PRT,2000,6.3802,12.295
2996,Portugal,PRT,2001,6.3109,14.75
2997,Portugal,PRT,2002,6.7157,9.099
2998,Portugal,PRT,2003,6.1991,16.086
2999,Portugal,PRT,2004,6.4459,11.308
3000,Portugal,PRT,2005,6.634,7.504
3001,Portugal,PRT,2006,6.1584,14.623
3002,Portugal,PRT,2007,5.9062,15.163
3003,Portugal,PRT,2008,5.6745,14.195
3004,Portugal,PRT,2009,5.3964,17.738
3005,Portugal,PRT,2010,5.0034,25.977
3006,Portugal,PRT,2011,4.9023,23.118
3007,Portugal,PRT,2012,4.748,20.343
3008,Portugal,PRT,2013,4.6005,27.549
3009,Portugal,PRT,2014,4.6037,28.701
3010,Portugal,PRT,2015,5.0432,23.001
3011,Portugal,PRT,2016,4.8867,27.694
3012,Portugal,PRT,2017,5.3682,20.028
3013,Portugal,PRT,2018,5.0206,25.344
3014,Portugal,PRT,2019,4.6576,24.829
3015,Portugal,PRT,2020,3.9609,30.199
3016,Qatar,QAT,1965,85.391,0.0
3017,Qatar,QAT,1966,78.5569,0.0
3018,Qatar,QAT,1967,77.4425,0.0
3019,Qatar,QAT,1968,75.9091,0.0
3020,Qatar,QAT,1969,71.0406,0.0
3021,Qatar,QAT,1970,69.0412,0.0
3022,Qatar,QAT,1971,76.5771,0.0
3023,Qatar,QAT,1972,82.567,0.0
3024,Qatar,QAT,1973,87.615,0.0
3025,Qatar,QAT,1974,68.209,0.0
3026,Qatar,QAT,1975,66.6247,0.0
3027,Qatar,QAT,1976,59.7233,0.0
3028,Qatar,QAT,1977,54.3883,0.0
3029,Qatar,QAT,1978,54.8016,0.0
3030,Qatar,QAT,1979,69.9045,0.0
3031,Qatar,QAT,1980,58.4991,0.0
3032,Qatar,QAT,1981,51.7803,0.0
3033,Qatar,QAT,1982,44.4936,0.0
3034,Qatar,QAT,1983,36.3485,0.0
3035,Qatar,QAT,1984,36.0359,0.0
3036,Qatar,QAT,1985,33.3736,0.0
3037,Qatar,QAT,1986,33.356,0.0
3038,Qatar,QAT,1987,27.1714,0.0
3039,Qatar,QAT,1988,26.82,0.0
3040,Qatar,QAT,1989,30.9568,0.0
3041,Qatar,QAT,1990,23.9593,0.0
3042,Qatar,QAT,1991,35.6629,0.0
3043,Qatar,QAT,1992,54.0577,0.0
3044,Qatar,QAT,1993,61.188,0.0
3045,Qatar,QAT,1994,59.7667,0.0
3046,Qatar,QAT,1995,60.9571,0.0
3047,Qatar,QAT,1996,60.6058,0.0
3048,Qatar,QAT,1997,68.724,0.0
3049,Qatar,QAT,1998,57.5121,0.0
3050,Qatar,QAT,1999,53.9113,0.0
3051,Qatar,QAT,2000,57.4069,0.0
3052,Qatar,QAT,2001,67.0124,0.0
3053,Qatar,QAT,2002,63.5113,0.0
3054,Qatar,QAT,2003,60.5764,0.0
3055,Qatar,QAT,2004,56.6967,0.0
3056,Qatar,QAT,2005,58.5735,0.0
3057,Qatar,QAT,2006,61.7939,0.0
3058,Qatar,QAT,2007,51.6238,0.0
3059,Qatar,QAT,2008,44.7261,0.0
3060,Qatar,QAT,2009,41.4496,0.0
3061,Qatar,QAT,2010,38.7432,0.0
3062,Qatar,QAT,2011,39.1223,0.077
3063,Qatar,QAT,2012,42.0311,0.067
3064,Qatar,QAT,2013,35.3922,0.063
3065,Qatar,QAT,2014,36.7674,0.06
3066,Qatar,QAT,2015,35.1316,0.052
3067,Qatar,QAT,2016,33.4943,0.054
3068,Qatar,QAT,2017,36.6118,0.055
3069,Qatar,QAT,2018,38.4397,0.062
3070,Qatar,QAT,2019,40.6193,0.057
3071,Qatar,QAT,2020,37.0193,0.064
3072,Romania,ROU,1965,4.0577,1.002
3073,Romania,ROU,1966,4.2942,0.968
3074,Romania,ROU,1967,4.6454,1.237
3075,Romania,ROU,1968,4.99,1.23
3076,Romania,ROU,1969,5.4925,1.519
3077,Romania,ROU,1970,5.8388,1.785
3078,Romania,ROU,1971,6.0472,2.728
3079,Romania,ROU,1972,6.2945,4.232
3080,Romania,ROU,1973,6.818,3.997
3081,Romania,ROU,1974,7.0265,4.459
3082,Romania,ROU,1975,7.4776,4.516
3083,Romania,ROU,1976,7.9744,3.627
3084,Romania,ROU,1977,8.0622,3.943
3085,Romania,ROU,1978,8.6845,4.159
3086,Romania,ROU,1979,8.7109,4.358
3087,Romania,ROU,1980,8.6754,4.811
3088,Romania,ROU,1981,8.6963,4.838
3089,Romania,ROU,1982,8.5556,4.541
3090,Romania,ROU,1983,8.7359,3.871
3091,Romania,ROU,1984,8.2151,4.4
3092,Romania,ROU,1985,8.4047,4.955
3093,Romania,ROU,1986,8.7008,4.124
3094,Romania,ROU,1987,9.0874,4.123
3095,Romania,ROU,1988,9.0717,5.341
3096,Romania,ROU,1989,9.1023,4.934
3097,Romania,ROU,1990,7.2748,4.324
3098,Romania,ROU,1991,5.9771,6.517
3099,Romania,ROU,1992,5.5714,5.925
3100,Romania,ROU,1993,5.2035,6.656
3101,Romania,ROU,1994,5.1541,7.212
3102,Romania,ROU,1995,5.4108,8.403
3103,Romania,ROU,1996,5.5939,7.979
3104,Romania,ROU,1997,5.1537,9.361
3105,Romania,ROU,1998,4.6324,11.044
3106,Romania,ROU,1999,3.9509,12.167
3107,Romania,ROU,2000,4.1723,9.836
3108,Romania,ROU,2001,4.4498,9.756
3109,Romania,ROU,2002,4.4867,10.044
3110,Romania,ROU,2003,4.7195,8.237
3111,Romania,ROU,2004,4.7162,9.846
3112,Romania,ROU,2005,4.6812,11.964
3113,Romania,ROU,2006,4.8597,10.574
3114,Romania,ROU,2007,4.8188,9.489
3115,Romania,ROU,2008,4.7327,10.129
3116,Romania,ROU,2009,3.9517,10.409
3117,Romania,ROU,2010,3.8073,13.407
3118,Romania,ROU,2011,4.2311,10.433
3119,Romania,ROU,2012,4.1469,9.864
3120,Romania,ROU,2013,3.7128,14.113
3121,Romania,ROU,2014,3.7729,16.975
3122,Romania,ROU,2015,3.8324,17.569
3123,Romania,ROU,2016,3.7458,17.975
3124,Romania,ROU,2017,3.9281,15.801
3125,Romania,ROU,2018,3.9787,16.634
3126,Romania,ROU,2019,3.8651,15.962
3127,Romania,ROU,2020,3.7154,16.228
3128,Russia,RUS,1985,16.3951,4.66
3129,Russia,RUS,1986,16.2792,4.711
3130,Russia,RUS,1987,16.241,4.512
3131,Russia,RUS,1988,16.6488,4.391
3132,Russia,RUS,1989,16.3438,4.342
3133,Russia,RUS,1990,17.1185,4.618
3134,Russia,RUS,1991,16.1911,4.718
3135,Russia,RUS,1992,13.205,5.033
3136,Russia,RUS,1993,12.5338,5.453
3137,Russia,RUS,1994,11.0659,6.034
3138,Russia,RUS,1995,10.8829,6.39
3139,Russia,RUS,1996,10.6767,5.811
3140,Russia,RUS,1997,9.9869,6.271
3141,Russia,RUS,1998,9.8966,6.325
3142,Russia,RUS,1999,10.1167,6.325
3143,Russia,RUS,2000,10.0493,6.354
3144,Russia,RUS,2001,10.3387,6.588
3145,Russia,RUS,2002,10.2998,6.131
3146,Russia,RUS,2003,10.5497,5.735
3147,Russia,RUS,2004,10.6239,6.379
3148,Russia,RUS,2005,10.7717,6.235
3149,Russia,RUS,2006,11.203,5.964
3150,Russia,RUS,2007,11.1998,6.018
3151,Russia,RUS,2008,11.4271,5.543
3152,Russia,RUS,2009,10.6676,6.129
3153,Russia,RUS,2010,11.2428,5.6
3154,Russia,RUS,2011,11.5878,5.279
3155,Russia,RUS,2012,11.6679,5.246
3156,Russia,RUS,2013,11.2206,5.845
3157,Russia,RUS,2014,11.2162,5.558
3158,Russia,RUS,2015,11.1949,5.451
3159,Russia,RUS,2016,11.1416,5.832
3160,Russia,RUS,2017,11.3135,5.784
3161,Russia,RUS,2018,11.6078,5.706
3162,Russia,RUS,2019,11.5132,5.85
3163,Russia,RUS,2020,10.8072,6.774
3164,Saudi Arabia,SAU,1965,0.8705,0.0
3165,Saudi Arabia,SAU,1966,1.2775,0.0
3166,Saudi Arabia,SAU,1967,4.9057,0.0
3167,Saudi Arabia,SAU,1968,5.3972,0.0
3168,Saudi Arabia,SAU,1969,6.2985,0.0
3169,Saudi Arabia,SAU,1970,7.7533,0.0
3170,Saudi Arabia,SAU,1971,9.7952,0.0
3171,Saudi Arabia,SAU,1972,10.9936,0.0
3172,Saudi Arabia,SAU,1973,14.1619,0.0
3173,Saudi Arabia,SAU,1974,13.9913,0.0
3174,Saudi Arabia,SAU,1975,11.2219,0.0
3175,Saudi Arabia,SAU,1976,13.0028,0.0
3176,Saudi Arabia,SAU,1977,14.3853,0.0
3177,Saudi Arabia,SAU,1978,13.3025,0.0
3178,Saudi Arabia,SAU,1979,15.1024,0.0
3179,Saudi Arabia,SAU,1980,17.4628,0.0
3180,Saudi Arabia,SAU,1981,17.0004,0.0
3181,Saudi Arabia,SAU,1982,14.3685,0.0
3182,Saudi Arabia,SAU,1983,13.7454,0.0
3183,Saudi Arabia,SAU,1984,12.5223,0.0
3184,Saudi Arabia,SAU,1985,13.1429,0.0
3185,Saudi Arabia,SAU,1986,14.8326,0.0
3186,Saudi Arabia,SAU,1987,13.1837,0.0
3187,Saudi Arabia,SAU,1988,13.4208,0.0
3188,Saudi Arabia,SAU,1989,12.9848,0.0
3189,Saudi Arabia,SAU,1990,12.8434,0.0
3190,Saudi Arabia,SAU,1991,17.2033,0.0
3191,Saudi Arabia,SAU,1992,18.2943,0.0
3192,Saudi Arabia,SAU,1993,19.1768,0.0
3193,Saudi Arabia,SAU,1994,18.0153,0.0
3194,Saudi Arabia,SAU,1995,14.0793,0.0
3195,Saudi Arabia,SAU,1996,13.5692,0.0
3196,Saudi Arabia,SAU,1997,11.12,0.0
3197,Saudi Arabia,SAU,1998,10.4755,0.0
3198,Saudi Arabia,SAU,1999,11.1904,0.0
3199,Saudi Arabia,SAU,2000,14.3421,0.0
3200,Saudi Arabia,SAU,2001,13.9883,0.0
3201,Saudi Arabia,SAU,2002,14.9366,0.0
3202,Saudi Arabia,SAU,2003,14.5399,0.0
3203,Saudi Arabia,SAU,2004,17.0575,0.0
3204,Saudi Arabia,SAU,2005,16.6213,0.0
3205,Saudi Arabia,SAU,2006,17.605,0.0
3206,Saudi Arabia,SAU,2007,15.347,0.0
3207,Saudi Arabia,SAU,2008,16.6999,0.0
3208,Saudi Arabia,SAU,2009,17.493,0.0
3209,Saudi Arabia,SAU,2010,18.88,0.0
3210,Saudi Arabia,SAU,2011,17.6053,0.001
3211,Saudi Arabia,SAU,2012,19.3168,0.002
3212,Saudi Arabia,SAU,2013,17.9956,0.004
3213,Saudi Arabia,SAU,2014,19.7048,0.004
3214,Saudi Arabia,SAU,2015,21.2777,0.004
3215,Saudi Arabia,SAU,2016,19.6976,0.004
3216,Saudi Arabia,SAU,2017,19.3159,0.005
3217,Saudi Arabia,SAU,2018,18.4541,0.018
3218,Saudi Arabia,SAU,2019,18.1628,0.087
3219,Saudi Arabia,SAU,2020,17.9672,0.087
3220,Singapore,SGP,1965,1.2917,0.0
3221,Singapore,SGP,1966,0.2495,0.0
3222,Singapore,SGP,1967,1.4404,0.0
3223,Singapore,SGP,1968,2.5708,0.0
3224,Singapore,SGP,1969,3.3857,0.0
3225,Singapore,SGP,1970,8.6053,0.0
3226,Singapore,SGP,1971,7.71,0.0
3227,Singapore,SGP,1972,10.1001,0.0
3228,Singapore,SGP,1973,9.4495,0.0
3229,Singapore,SGP,1974,9.6242,0.0
3230,Singapore,SGP,1975,10.5604,0.0
3231,Singapore,SGP,1976,12.8176,0.0
3232,Singapore,SGP,1977,11.9275,0.0
3233,Singapore,SGP,1978,13.8648,0.0
3234,Singapore,SGP,1979,14.9287,0.0
3235,Singapore,SGP,1980,12.619,0.0
3236,Singapore,SGP,1981,10.4477,0.0
3237,Singapore,SGP,1982,11.2715,0.0
3238,Singapore,SGP,1983,12.9401,0.0
3239,Singapore,SGP,1984,12.0887,0.0
3240,Singapore,SGP,1985,11.9744,0.0
3241,Singapore,SGP,1986,12.3445,0.143
3242,Singapore,SGP,1987,11.2926,0.136
3243,Singapore,SGP,1988,12.2789,0.118
3244,Singapore,SGP,1989,13.9598,0.103
3245,Singapore,SGP,1990,14.4494,0.086
3246,Singapore,SGP,1991,14.2642,0.245
3247,Singapore,SGP,1992,14.8271,0.228
3248,Singapore,SGP,1993,15.0226,0.209
3249,Singapore,SGP,1994,17.5911,0.182
3250,Singapore,SGP,1995,11.4992,0.175
3251,Singapore,SGP,1996,13.197,0.173
3252,Singapore,SGP,1997,15.1213,0.165
3253,Singapore,SGP,1998,12.2806,0.163
3254,Singapore,SGP,1999,12.4408,0.164
3255,Singapore,SGP,2000,12.0118,0.154
3256,Singapore,SGP,2001,12.0673,0.26
3257,Singapore,SGP,2002,11.4739,0.263
3258,Singapore,SGP,2003,11.9728,0.289
3259,Singapore,SGP,2004,11.2178,0.248
3260,Singapore,SGP,2005,8.5491,0.234
3261,Singapore,SGP,2006,9.7777,0.21
3262,Singapore,SGP,2007,10.3783,0.202
3263,Singapore,SGP,2008,12.055,0.199
3264,Singapore,SGP,2009,18.1407,0.187
3265,Singapore,SGP,2010,11.0345,0.193
3266,Singapore,SGP,2011,5.7511,0.191
3267,Singapore,SGP,2012,8.9664,0.199
3268,Singapore,SGP,2013,9.9687,0.216
3269,Singapore,SGP,2014,9.9915,0.223
3270,Singapore,SGP,2015,11.1103,0.234
3271,Singapore,SGP,2016,7.1237,0.232
3272,Singapore,SGP,2017,6.844,0.225
3273,Singapore,SGP,2018,7.9898,0.223
3274,Singapore,SGP,2019,7.8743,0.241
3275,Singapore,SGP,2020,7.778,0.253
3276,Slovakia,SVK,1965,8.9082,5.801
3277,Slovakia,SVK,1966,8.7851,5.369
3278,Slovakia,SVK,1967,8.705,4.574
3279,Slovakia,SVK,1968,9.0522,3.802
3280,Slovakia,SVK,1969,9.549,2.832
3281,Slovakia,SVK,1970,10.8718,3.864
3282,Slovakia,SVK,1971,11.025,2.703
3283,Slovakia,SVK,1972,11.0332,2.693
3284,Slovakia,SVK,1973,10.968,2.213
3285,Slovakia,SVK,1974,10.9726,3.538
3286,Slovakia,SVK,1975,11.3738,3.044
3287,Slovakia,SVK,1976,11.7042,2.959
3288,Slovakia,SVK,1977,11.9383,3.358
3289,Slovakia,SVK,1978,11.9105,3.002
3290,Slovakia,SVK,1979,11.4801,2.434
3291,Slovakia,SVK,1980,11.5105,2.871
3292,Slovakia,SVK,1981,11.2839,2.52
3293,Slovakia,SVK,1982,11.1033,2.237
3294,Slovakia,SVK,1983,11.042,2.368
3295,Slovakia,SVK,1984,11.3625,1.865
3296,Slovakia,SVK,1985,11.1515,2.463
3297,Slovakia,SVK,1986,11.1735,1.967
3298,Slovakia,SVK,1987,10.9843,2.218
3299,Slovakia,SVK,1988,10.7325,2.005
3300,Slovakia,SVK,1989,10.1908,2.21
3301,Slovakia,SVK,1990,11.6244,2.112
3302,Slovakia,SVK,1991,10.0357,1.768
3303,Slovakia,SVK,1992,9.1715,2.529
3304,Slovakia,SVK,1993,8.6649,4.615
3305,Slovakia,SVK,1994,8.1545,5.892
3306,Slovakia,SVK,1995,8.2177,6.511
3307,Slovakia,SVK,1996,8.1789,5.597
3308,Slovakia,SVK,1997,8.1933,5.482
3309,Slovakia,SVK,1998,8.1427,5.696
3310,Slovakia,SVK,1999,7.9777,5.926
3311,Slovakia,SVK,2000,7.6219,5.923
3312,Slovakia,SVK,2001,8.0084,6.299
3313,Slovakia,SVK,2002,7.7729,6.624
3314,Slovakia,SVK,2003,7.8348,4.242
3315,Slovakia,SVK,2004,7.9245,5.134
3316,Slovakia,SVK,2005,7.9261,5.49
3317,Slovakia,SVK,2006,7.8829,5.812
3318,Slovakia,SVK,2007,7.59,6.316
3319,Slovakia,SVK,2008,7.6626,5.816
3320,Slovakia,SVK,2009,6.9679,6.849
3321,Slovakia,SVK,2010,7.1076,7.441
3322,Slovakia,SVK,2011,7.0253,6.458
3323,Slovakia,SVK,2012,6.6338,7.404
3324,Slovakia,SVK,2013,6.5491,8.343
3325,Slovakia,SVK,2014,6.1876,9.032
3326,Slovakia,SVK,2015,6.3306,8.757
3327,Slovakia,SVK,2016,6.405,9.071
3328,Slovakia,SVK,2017,6.6137,8.528
3329,Slovakia,SVK,2018,6.6073,7.657
3330,Slovakia,SVK,2019,6.189,9.038
3331,Slovakia,SVK,2020,5.6286,9.693
3332,Slovenia,SVN,1990,7.5174,12.062
3333,Slovenia,SVN,1991,6.954,14.638
3334,Slovenia,SVN,1992,6.9178,14.85
3335,Slovenia,SVN,1993,7.1149,12.797
3336,Slovenia,SVN,1994,7.3312,13.476
3337,Slovenia,SVN,1995,7.7054,12.269
3338,Slovenia,SVN,1996,8.0394,13.193
3339,Slovenia,SVN,1997,8.3054,10.858
3340,Slovenia,SVN,1998,8.0685,12.094
3341,Slovenia,SVN,1999,7.7506,13.364
3342,Slovenia,SVN,2000,7.5681,13.97
3343,Slovenia,SVN,2001,8.1955,13.15
3344,Slovenia,SVN,2002,8.3266,11.586
3345,Slovenia,SVN,2003,8.1744,10.574
3346,Slovenia,SVN,2004,8.3809,13.572
3347,Slovenia,SVN,2005,8.4737,11.409
3348,Slovenia,SVN,2006,8.5649,11.609
3349,Slovenia,SVN,2007,8.6054,10.59
3350,Slovenia,SVN,2008,9.021,12.308
3351,Slovenia,SVN,2009,7.9539,15.112
3352,Slovenia,SVN,2010,8.0417,14.5
3353,Slovenia,SVN,2011,7.9626,12.11
3354,Slovenia,SVN,2012,7.6473,13.832
3355,Slovenia,SVN,2013,7.3221,16.427
3356,Slovenia,SVN,2014,6.5492,20.669
3357,Slovenia,SVN,2015,6.5772,14.953
3358,Slovenia,SVN,2016,6.9546,16.165
3359,Slovenia,SVN,2017,7.0275,13.977
3360,Slovenia,SVN,2018,6.9753,16.035
3361,Slovenia,SVN,2019,6.738,15.846
3362,Slovenia,SVN,2020,6.043,18.058
3363,South Africa,ZAF,1965,6.6103,0.029
3364,South Africa,ZAF,1966,6.4478,0.028
3365,South Africa,ZAF,1967,6.5547,0.019
3366,South Africa,ZAF,1968,6.5874,0.017
3367,South Africa,ZAF,1969,6.659,0.014
3368,South Africa,ZAF,1970,6.7793,0.016
3369,South Africa,ZAF,1971,7.4301,0.069
3370,South Africa,ZAF,1972,7.3688,0.494
3371,South Africa,ZAF,1973,7.2495,0.542
3372,South Africa,ZAF,1974,7.1908,0.606
3373,South Africa,ZAF,1975,7.3431,0.562
3374,South Africa,ZAF,1976,7.4667,0.903
3375,South Africa,ZAF,1977,7.5431,0.913
3376,South Africa,ZAF,1978,7.4391,0.904
3377,South Africa,ZAF,1979,7.8586,0.525
3378,South Africa,ZAF,1980,7.9917,0.427
3379,South Africa,ZAF,1981,8.7648,0.611
3380,South Africa,ZAF,1982,9.302,0.349
3381,South Africa,ZAF,1983,9.419,0.202
3382,South Africa,ZAF,1984,9.9123,0.174
3383,South Africa,ZAF,1985,9.9113,0.19
3384,South Africa,ZAF,1986,9.8676,0.484
3385,South Africa,ZAF,1987,9.5836,0.475
3386,South Africa,ZAF,1988,9.7632,0.844
3387,South Africa,ZAF,1989,9.4838,0.771
3388,South Africa,ZAF,1990,8.5046,0.273
3389,South Africa,ZAF,1991,8.6447,0.539
3390,South Africa,ZAF,1992,7.7928,0.204
3391,South Africa,ZAF,1993,8.0838,0.04
3392,South Africa,ZAF,1994,8.3479,0.279
3393,South Africa,ZAF,1995,8.7277,0.132
3394,South Africa,ZAF,1996,8.6095,0.336
3395,South Africa,ZAF,1997,8.9668,0.534
3396,South Africa,ZAF,1998,8.6377,0.443
3397,South Africa,ZAF,1999,8.4538,0.217
3398,South Africa,ZAF,2000,8.4117,0.372
3399,South Africa,ZAF,2001,8.1524,0.5
3400,South Africa,ZAF,2002,7.7216,0.604
3401,South Africa,ZAF,2003,8.6511,0.272
3402,South Africa,ZAF,2004,9.4959,0.268
3403,South Africa,ZAF,2005,8.6867,0.37
3404,South Africa,ZAF,2006,9.2107,0.673
3405,South Africa,ZAF,2007,9.4626,0.65
3406,South Africa,ZAF,2008,9.9367,0.318
3407,South Africa,ZAF,2009,9.9503,0.353
3408,South Africa,ZAF,2010,9.1167,0.286
3409,South Africa,ZAF,2011,9.1137,0.645
3410,South Africa,ZAF,2012,8.7283,0.283
3411,South Africa,ZAF,2013,8.4912,0.334
3412,South Africa,ZAF,2014,8.8117,0.778
3413,South Africa,ZAF,2015,8.1351,1.221
3414,South Africa,ZAF,2016,8.2688,1.521
3415,South Africa,ZAF,2017,8.1424,2.132
3416,South Africa,ZAF,2018,8.0321,2.21
3417,South Africa,ZAF,2019,8.1273,2.223
3418,South Africa,ZAF,2020,7.6204,2.373
3419,South Korea,KOR,1965,0.8644,2.642
3420,South Korea,KOR,1966,1.0139,3.021
3421,South Korea,KOR,1967,1.1613,2.543
3422,South Korea,KOR,1968,1.2041,2.163
3423,South Korea,KOR,1969,1.3463,2.754
3424,South Korea,KOR,1970,1.6684,2.027
3425,South Korea,KOR,1971,1.7818,2.026
3426,South Korea,KOR,1972,1.7981,2.026
3427,South Korea,KOR,1973,2.1366,1.537
3428,South Korea,KOR,1974,2.1722,2.195
3429,South Korea,KOR,1975,2.3083,1.762
3430,South Korea,KOR,1976,2.5904,1.674
3431,South Korea,KOR,1977,2.8913,1.133
3432,South Korea,KOR,1978,3.0579,1.314
3433,South Korea,KOR,1979,3.5422,1.448
3434,South Korea,KOR,1980,3.5359,1.176
3435,South Korea,KOR,1981,3.6167,1.52
3436,South Korea,KOR,1982,3.5943,1.003
3437,South Korea,KOR,1983,3.7528,1.235
3438,South Korea,KOR,1984,3.9888,0.985
3439,South Korea,KOR,1985,4.1366,1.421
3440,South Korea,KOR,1986,4.2733,1.237
3441,South Korea,KOR,1987,4.4475,1.424
3442,South Korea,KOR,1988,5.0135,0.639
3443,South Korea,KOR,1989,5.2614,0.877
3444,South Korea,KOR,1990,5.8359,1.225
3445,South Korea,KOR,1991,6.3555,0.806
3446,South Korea,KOR,1992,6.8425,0.635
3447,South Korea,KOR,1993,7.4495,0.79
3448,South Korea,KOR,1994,7.9392,0.407
3449,South Korea,KOR,1995,8.4715,0.477
3450,South Korea,KOR,1996,9.204,0.406
3451,South Korea,KOR,1997,9.6369,0.378
3452,South Korea,KOR,1998,8.1175,0.631
3453,South Korea,KOR,1999,8.7414,0.567
3454,South Korea,KOR,2000,9.298,0.518
3455,South Korea,KOR,2001,9.5636,0.297
3456,South Korea,KOR,2002,9.9332,0.398
3457,South Korea,KOR,2003,10.0693,0.569
3458,South Korea,KOR,2004,10.1508,0.507
3459,South Korea,KOR,2005,10.2578,0.43
3460,South Korea,KOR,2006,10.3212,0.428
3461,South Korea,KOR,2007,10.664,0.479
3462,South Korea,KOR,2008,10.858,0.501
3463,South Korea,KOR,2009,10.9272,0.543
3464,South Korea,KOR,2010,12.021,0.846
3465,South Korea,KOR,2011,12.5447,1.128
3466,South Korea,KOR,2012,12.5635,1.152
3467,South Korea,KOR,2013,12.6285,1.361
3468,South Korea,KOR,2014,12.4604,1.546
3469,South Korea,KOR,2015,12.4985,1.667
3470,South Korea,KOR,2016,12.5386,1.794
3471,South Korea,KOR,2017,12.8335,2.124
3472,South Korea,KOR,2018,13.125,2.428
3473,South Korea,KOR,2019,12.6505,2.664
3474,South Korea,KOR,2020,11.6562,3.331
3475,Spain,ESP,1965,2.2093,16.379
3476,Spain,ESP,1966,2.3888,20.088
3477,Spain,ESP,1967,2.6315,15.445
3478,Spain,ESP,1968,2.925,15.804
3479,Spain,ESP,1969,2.8861,17.539
3480,Spain,ESP,1970,3.4461,14.755
3481,Spain,ESP,1971,3.7487,15.36
3482,Spain,ESP,1972,4.1748,15.844
3483,Spain,ESP,1973,4.4186,11.77
3484,Spain,ESP,1974,4.8671,11.955
3485,Spain,ESP,1975,5.0462,9.939
3486,Spain,ESP,1976,5.451,7.492
3487,Spain,ESP,1977,5.3135,13.719
3488,Spain,ESP,1978,5.3864,13.881
3489,Spain,ESP,1979,5.4229,14.827
3490,Spain,ESP,1980,5.6743,9.428
3491,Spain,ESP,1981,5.4276,6.984
3492,Spain,ESP,1982,5.4593,8.386
3493,Spain,ESP,1983,5.296,8.434
3494,Spain,ESP,1984,5.1227,9.648
3495,Spain,ESP,1985,5.1617,9.686
3496,Spain,ESP,1986,4.8671,8.035
3497,Spain,ESP,1987,4.8649,8.013
3498,Spain,ESP,1988,5.058,9.877
3499,Spain,ESP,1989,5.7488,5.22
3500,Spain,ESP,1990,5.8974,6.802
3501,Spain,ESP,1991,6.1307,7.044
3502,Spain,ESP,1992,6.3392,4.727
3503,Spain,ESP,1993,6.1013,6.257
3504,Spain,ESP,1994,6.3966,6.909
3505,Spain,ESP,1995,6.7222,5.596
3506,Spain,ESP,1996,6.3866,9.129
3507,Spain,ESP,1997,6.6796,7.749
3508,Spain,ESP,1998,6.867,7.373
3509,Spain,ESP,1999,7.4044,5.294
3510,Spain,ESP,2000,7.6273,6.611
3511,Spain,ESP,2001,7.5835,8.661
3512,Spain,ESP,2002,7.9544,6.06
3513,Spain,ESP,2003,7.9279,9.202
3514,Spain,ESP,2004,8.1881,7.942
3515,Spain,ESP,2005,8.3982,6.51
3516,Spain,ESP,2006,8.0643,7.869
3517,Spain,ESP,2007,8.1126,8.533
3518,Spain,ESP,2008,7.3101,9.367
3519,Spain,ESP,2009,6.3839,11.952
3520,Spain,ESP,2010,6.0487,15.897
3521,Spain,ESP,2011,6.0472,14.669
3522,Spain,ESP,2012,5.9274,15.071
3523,Spain,ESP,2013,5.3851,18.874
3524,Spain,ESP,2014,5.4527,19.049
3525,Spain,ESP,2015,5.8214,16.549
