,Unnamed: 0_x,Entity,Code,Year,Annual CO2 emissions (per capita),Renewable electricity per capita (kWh),Unnamed: 0_y,Renewables (% sub energy),Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Geo Biomass Other - TWh
258,1589,Czechia,CZE,2012,10.5175,762.666,928,4.256,2.1731,0.4173,2.2315,3.361419
259,1590,Czechia,CZE,2013,10.0624,878.475,929,4.959,2.0702,0.4783,2.8564,3.995469
260,1591,Czechia,CZE,2014,9.8285,865.821,930,4.918,2.1229,0.4765,1.9092,4.661073
261,1592,Czechia,CZE,2015,9.8916,887.619,931,5.123,2.2638,0.5726,1.7948,4.791685
262,1593,Czechia,CZE,2016,10.0468,884.275,932,5.147,2.131,0.497,2.0005,4.76655
263,1594,Czechia,CZE,2017,10.113,904.048,933,5.021,2.193368,0.591038,1.8695,4.964567
264,1595,Czechia,CZE,2018,9.9508,884.144,934,4.894,2.339677,0.60933,1.6274,4.826179
265,1596,Czechia,CZE,2019,9.4312,940.2,935,5.262,2.2859,0.7,2.008,5.0306
266,1597,Czechia,CZE,2020,8.215,965.545,936,5.872,2.2331,0.6991,2.1423,5.0917
267,1650,Denmark,DNK,1996,14.2443,395.824,968,1.996,0.000161111,1.2269,0.0193,0.83218319
268,1651,Denmark,DNK,1997,12.4014,555.165,969,3.103,0.000319444,1.9342,0.0192,0.975667404
269,1652,Denmark,DNK,1998,11.5499,741.456,970,4.315,0.0004,2.8199,0.0273,1.078156976
270,1653,Denmark,DNK,1999,11.018,823.034,971,4.966,0.000880556,3.029,0.0305,1.318908975
271,1654,Denmark,DNK,2000,10.1647,1042.838,972,6.581,0.0012,4.2412,0.0302,1.29960556
272,1655,Denmark,DNK,2001,10.429,1091.813,973,6.843,0.0012,4.306019444,0.0276,1.511559209
273,1656,Denmark,DNK,2002,10.3369,1263.774,974,7.92,0.001280556,4.876938889,0.0318,1.879121531
274,1657,Denmark,DNK,2003,11.2543,1498.06,975,8.694,0.001519444,5.560783333,0.0212,2.493351539
275,1658,Denmark,DNK,2004,10.1941,1762.064,976,10.781,0.001838889,6.583111111,0.0265,2.910754742
276,1659,Denmark,DNK,2005,9.5001,1807.551,977,11.447,0.002161111,6.614,0.0225,3.174249465
277,1660,Denmark,DNK,2006,10.9158,1689.843,978,9.678,0.002213889,6.107958333,0.0234,3.069949343
278,1661,Denmark,DNK,2007,9.9921,1883.026,979,11.369,0.002494444,7.1712,0.0282,3.105063804
279,1662,Denmark,DNK,2008,9.3165,1837.122,980,11.504,0.002622222,6.9278,0.0258,3.140571269
280,1663,Denmark,DNK,2009,8.8333,1820.357,981,12.123,0.00375,6.7205,0.0189,3.320257592
281,1664,Denmark,DNK,2010,8.8518,2237.685,982,14.174,0.006161111,7.809422222,0.020641667,4.593930556
282,1665,Denmark,DNK,2011,7.9196,2538.071,983,17.037,0.015130556,9.774183333,0.016869444,4.375025
283,1666,Denmark,DNK,2012,7.1005,2644.848,984,19.163,0.103861111,10.26993889,0.017475,4.446005556
284,1667,Denmark,DNK,2013,7.4042,2830.715,985,19.623,0.517541667,11.123275,0.013419444,4.313502778
285,1668,Denmark,DNK,2014,6.6282,3176.089,986,22.749,0.595516667,13.07850278,0.015102778,4.301852778
286,1669,Denmark,DNK,2015,6.1884,3327.652,987,24.699,0.604261111,14.13309167,0.018030556,4.200627778
287,1670,Denmark,DNK,2016,6.4803,3219.906,988,23.7,0.743780556,12.78173056,0.019272222,4.913772222
288,1671,Denmark,DNK,2017,6.061,3803.026,989,27.964,0.751486111,14.78,0.017872222,6.354777778
289,1672,Denmark,DNK,2018,6.0277,3607.359,990,26.832,0.952973,13.90195556,0.014861111,6.040580556
290,1673,Denmark,DNK,2019,5.3531,3998.699,991,30.68,0.963269444,16.14983333,0.017216667,6.163630556
291,1674,Denmark,DNK,2020,4.5224,4048.546,992,34.343,1.181313918,16.35334961,0.016561268,5.277787419
292,1780,Ecuador,ECU,2007,2.3562,694.573,1035,18.55,1.8162e-05,0.000962135,9.03765528,0.218752751
293,1781,Ecuador,ECU,2008,2.0345,854.446,1036,21.545,2.6687e-05,0.002682461,11.29333301,0.208324462
294,1782,Ecuador,ECU,2009,2.2,722.195,1037,17.949,7.88e-06,0.003204417,9.225407229,0.216519797
295,1784,Ecuador,ECU,2011,2.4533,820.657,1039,18.203,5.812e-05,0.00334467,11.13308825,0.27820037
296,1785,Ecuador,ECU,2012,2.401,891.813,1040,18.82,0.00032566,0.002398368,12.23772341,0.296353242
297,1786,Ecuador,ECU,2013,2.506,821.902,1041,16.451,0.003663607,0.056702975,11.03882457,0.29578793
298,1787,Ecuador,ECU,2014,2.7086,863.851,1042,16.332,0.016482696,0.079742467,11.45789563,0.399471183
299,1788,Ecuador,ECU,2015,2.5141,952.38,1043,18.603,0.036057927,0.098806317,13.09627001,0.407751048
300,1789,Ecuador,ECU,2016,2.3955,1085.433,1044,22.43,0.038754818,0.08395875,15.83384201,0.489796491
301,1790,Ecuador,ECU,2017,2.3399,1280.878,1045,27.015,0.03748,0.0734,20.08861,0.43085
302,1791,Ecuador,ECU,2018,2.2195,1299.434,1046,26.149,0.038079324,0.080257771,20.67800187,0.427967651
303,1792,Ecuador,ECU,2019,2.1157,1495.943,1047,30.388,0.16645228,0.085526937,24.66426354,0.454723448
304,1793,Ecuador,ECU,2020,1.7532,1485.003,1048,35.111,0.166446255,0.085526937,24.76799493,0.484793657
305,1937,Estonia,EST,2009,10.8439,404.149,1129,2.405,0.0001,0.195,0.032,0.314
306,1938,Estonia,EST,2010,14.2596,788.227,1130,3.824,0.0001,0.277,0.027,0.742
307,1939,Estonia,EST,2011,14.3789,888.754,1131,4.161,0.0002,0.368,0.03,0.783
308,1940,Estonia,EST,2012,13.4876,1110.974,1132,5.097,0.0003,0.434,0.042,1.001
309,1941,Estonia,EST,2013,14.9635,932.477,1133,4.058,0.0014,0.529,0.026,0.667
310,1942,Estonia,EST,2014,14.3475,1056.012,1134,4.646,0.0031,0.604,0.0267,0.74
311,1943,Estonia,EST,2015,12.0574,1186.014,1135,5.496,0.0059,0.7151,0.027,0.779
312,1944,Estonia,EST,2016,13.3439,1207.741,1136,5.419,0.009677,0.594,0.035,0.885
313,1945,Estonia,EST,2017,14.2403,1409.743,1137,7.817,0.014492,0.723,0.026,1.683898
314,1946,Estonia,EST,2018,13.5644,1504.256,1138,5.912,0.030802,0.636,0.015,1.242
315,1947,Estonia,EST,2019,9.3391,1614.304,1139,8.712,0.116448942,0.687,0.019,1.296
316,1948,Estonia,EST,2020,7.8795,2140.91,1140,11.112,0.125815067,0.82328179,0.038415301,1.344075622
317,1991,Europe,EUR,1985,10.9836,887.629,1161,6.027,0.001010101,0.0574,502.9945407,10.96141274
318,1992,Europe,EUR,1986,10.9575,863.6,1162,5.756,0.001010101,0.1336,486.0931835,13.01880956
319,1994,Europe,EUR,1988,10.9518,941.298,1164,6.503,0.001010101,0.3297,567.4690014,13.6780998
320,1995,Europe,EUR,1989,10.8679,853.484,1165,5.701,0.009090909,0.5154,493.8059307,13.53727589
321,1996,Europe,EUR,1990,11.1122,905.242,1166,5.802,0.0125,0.779460415,502.4571504,18.95285263
322,1997,Europe,EUR,1991,10.6661,915.786,1167,6.004,0.0155,0.980027988,513.0917745,19.549433
323,1998,Europe,EUR,1992,9.7653,944.008,1168,6.421,0.027088,1.53504808,529.6566497,20.709603
324,1999,Europe,EUR,1993,9.3531,968.545,1169,6.816,0.032383,2.284826092,550.4667647,22.879095
325,2000,Europe,EUR,1994,8.849,985.822,1170,7.07,0.0376885,2.979235703,557.1966285,24.01789971
326,2001,Europe,EUR,1995,8.8176,996.285,1171,7.062,0.04684,3.863029201,564.8899094,26.49863146
327,2002,Europe,EUR,1996,8.8846,937.104,1172,6.717,0.053811411,4.828585245,548.0862941,26.68019984
328,2003,Europe,EUR,1997,8.6052,975.088,1173,7.058,0.063926244,7.295492956,567.678972,31.66351939
329,2004,Europe,EUR,1998,8.5755,1020.243,1174,7.394,0.0870885,11.17647914,593.9041617,36.11504184
330,2005,Europe,EUR,1999,8.464,1046.004,1175,7.55,0.091198056,14.24432177,598.1808529,38.09960017
331,2006,Europe,EUR,2000,8.4676,1101.123,1176,7.841,0.13447325,22.4547142,617.66352,42.3312483
332,2007,Europe,EUR,2001,8.6396,1130.468,1177,7.729,0.1702025,26.93428666,612.0409616,44.95466864
333,2008,Europe,EUR,2002,8.5859,1053.663,1178,7.354,0.276755006,36.42594931,563.9424434,50.65633618
334,2009,Europe,EUR,2003,8.7769,1020.353,1179,6.987,0.468697744,44.53115229,529.5685025,57.9809708
335,2010,Europe,EUR,2004,8.8074,1122.082,1180,7.578,0.751097873,59.29678686,570.1533941,68.80114151
336,2011,Europe,EUR,2005,8.7814,1162.439,1181,7.806,1.486383246,71.09674937,571.7251909,78.67317876
337,2012,Europe,EUR,2006,8.9017,1174.079,1182,7.916,2.524087814,83.16413988,561.9088764,89.27725775
338,2013,Europe,EUR,2007,8.8135,1235.013,1183,8.405,3.815704819,105.7131938,563.9636046,99.46983003
339,2014,Europe,EUR,2008,8.6965,1298.447,1184,9.132,7.501071132,121.3539015,593.0331391,110.0447411
340,2015,Europe,EUR,2009,7.9806,1342.334,1185,10.041,14.19283506,135.3832286,589.7448745,120.7465527
341,2016,Europe,EUR,2010,8.2728,1442.332,1186,10.822,23.26343602,153.4434969,649.8001668,136.8909383
342,2017,Europe,EUR,2011,8.1552,1419.718,1187,10.896,46.71354931,186.6574032,569.648632,146.1651356
343,2018,Europe,EUR,2012,8.0705,1576.795,1188,12.293,71.86993816,215.0324051,625.9225576,162.9488716
344,2019,Europe,EUR,2013,7.8447,1715.532,1189,13.318,86.9351168,248.1152558,661.7647115,174.1599448
345,2020,Europe,EUR,2014,7.5271,1759.862,1190,14.069,98.83569401,264.81502,644.059181,186.0253069
346,2021,Europe,EUR,2015,7.5207,1797.715,1191,14.644,109.7895377,318.93123,636.0122862,198.8159819
347,2022,Europe,EUR,2016,7.5029,1847.375,1192,14.685,113.8307704,322.8678763,651.0461652,203.523064
348,2023,Europe,EUR,2017,7.5315,1864.286,1193,14.652,124.2626449,384.2165214,584.3196897,211.2576334
349,2024,Europe,EUR,2018,7.4849,1987.136,1194,15.703,138.5482445,403.2175948,646.6667574,218.1569327
350,2025,Europe,EUR,2019,7.2595,2035.727,1195,16.577,152.7537127,460.0298128,627.934014,227.1704194
351,2026,Europe,EUR,2020,6.6081,2200.968,1196,19.132,178.8538857,510.138071,655.3401697,232.0163834
352,4657,North Macedonia,MKD,2015,3.3779,976.274,2618,17.611,0.0226,0.120767,1.865193,0.020219
353,4658,North Macedonia,MKD,2016,3.358,994.836,2619,17.188,0.0237,0.109483,1.897345,0.036033
354,4659,North Macedonia,MKD,2017,3.6042,619.598,2620,11.098,0.023751,0.11048,1.110279,0.051551
355,4660,North Macedonia,MKD,2018,3.3721,940.97,2621,16.813,0.022788,0.097338,1.791368,0.05405
356,4661,North Macedonia,MKD,2019,3.8276,643.162,2622,10.806,0.023227,0.101806,1.163674,0.055103
357,4662,North Macedonia,MKD,2020,3.4302,710.384,2623,12.859,0.023537,0.116885,1.277143,0.057298
358,4698,Norway,NOR,2000,9.3726,31584.387,2659,71.128,0.0053,0.030199,141.818,0.256
359,4699,Norway,NOR,2001,9.6254,26693.851,2660,66.194,0.0053,0.028758,120.463,0.255
360,4700,Norway,NOR,2002,9.3759,28530.47,2661,67.96,0.0053,0.038903,129.372,0.25
361,4701,Norway,NOR,2003,9.6304,23200.826,2662,62.353,0.0062,0.219796,105.48,0.33
362,4702,Norway,NOR,2004,9.6466,23789.692,2663,62.782,0.0062,0.259519,108.781,0.359
363,4703,Norway,NOR,2005,9.365,29470.946,2664,68.394,0.0062,0.50703,135.688,0.333
364,4704,Norway,NOR,2006,9.4098,25765.11,2665,65.324,0.0071,0.636,119.369,0.388
365,4705,Norway,NOR,2007,9.6864,28592.6,2666,67.885,0.0071,0.892,133.656,0.386
366,4706,Norway,NOR,2008,9.3978,29417.227,2667,68.555,0.0074,0.913,139.044,0.397
367,4707,Norway,NOR,2009,8.964,26205.513,2668,66.403,0.0077,0.977,125.283,0.227
368,4708,Norway,NOR,2010,9.3529,24145.097,2669,64.033,0.0081,0.879,116.75,0.344
369,4709,Norway,NOR,2011,9.057,24634.549,2670,64.879,0.0085,1.283,120.291,0.339
370,4710,Norway,NOR,2012,8.8441,28641.431,2671,68.762,0.0089,1.548,141.738,0.326
371,4711,Norway,NOR,2013,8.7881,25675.958,2672,66.111,0.0098,1.881,128.154,0.396
372,4712,Norway,NOR,2014,8.7662,26824.734,2673,67.525,0.0116,2.217,135.439,0.258
373,4713,Norway,NOR,2015,8.7726,26937.435,2674,67.335,0.0134,2.515,137.302,0.256
374,4714,Norway,NOR,2016,8.5318,27644.521,2675,68.485,0.0238,2.115742,142.418,0.233
375,4715,Norway,NOR,2017,8.3779,27468.108,2676,67.933,0.039961,2.854,141.955,0.21
376,4716,Norway,NOR,2018,8.3307,26766.78,2677,67.347,0.060876,3.877,138.991268,0.204168
377,4717,Norway,NOR,2019,7.9692,24414.1,2678,65.693,0.106799999,5.525,125.146,0.253005
378,4718,Norway,NOR,2020,7.615,27873.687,2679,69.615,0.135012997,9.890451282,140.9722937,0.259741601
379,4846,Pakistan,PAK,2015,0.8487,184.077,2786,10.566,0.367668,0.598593984,32.77947065,0.079676066
380,4847,Pakistan,PAK,2016,1.0166,175.169,2787,10.498,0.853702,0.91811907,34.57764217,0.532255717
381,4848,Pakistan,PAK,2017,1.1254,154.108,2788,9.175,1.314321,1.762901793,30.20406701,1.075314734
382,4849,Pakistan,PAK,2018,1.1229,199.691,2789,8.973,1.545411,2.83179,29.4798025,1.030378333
383,4850,Pakistan,PAK,2019,1.0818,188.858,2790,10.574,1.623248309,3.148244731,36.30380342,0.618053231
384,4851,Pakistan,PAK,2020,1.0628,194.937,2791,11.589,1.677748536,2.732134282,40.28748438,0.634279336
385,4983,Peru,PER,2012,1.8315,728.646,2839,22.772,0.0597,0.0012,22.0319,0.668
386,4984,Peru,PER,2013,1.4463,765.097,2840,22.902,0.1969,0.0012,22.3196,0.96
387,4985,Peru,PER,2014,1.6428,762.038,2841,22.655,0.1993,0.2575,22.2107,1.291
388,4986,Peru,PER,2015,1.6103,813.239,2842,22.788,0.230255343,0.594374131,23.68706283,0.907
389,4987,Peru,PER,2016,1.7047,830.692,2843,21.403,0.241818781,1.054114626,23.826156,0.556
390,4988,Peru,PER,2017,1.7085,973.149,2844,24.979,0.287200343,1.073432268,29.0745135,0.471434
391,4989,Peru,PER,2018,1.7084,1036.91,2845,25.455,0.74540054,1.502438168,30.737,0.418896
392,4990,Peru,PER,2019,1.6911,1051.354,2846,25.868,0.763,1.655,31.462,0.52998
393,4991,Peru,PER,2020,1.3559,975.984,2847,30.094,0.778,1.804,30.507,0.694229595
394,5032,Philippines,PHL,2005,0.8488,211.407,2888,15.773,0.001517,0.017469,8.386773,9.902443
395,5033,Philippines,PHL,2006,0.7569,231.998,2889,18.061,0.001376,0.053235,9.939413,10.465279
396,5034,Philippines,PHL,2007,0.7915,210.278,2890,15.883,0.001309,0.057842,8.563433,10.214688
397,5035,Philippines,PHL,2008,0.8504,226.178,2891,16.73,0.001304,0.061386,9.842534,10.72278
398,5036,Philippines,PHL,2009,0.8277,219.23,2892,16.108,0.001252,0.064428,9.787567,10.337557
399,5037,Philippines,PHL,2010,0.8828,193.153,2893,13.707,0.001254,0.061717,7.803405,9.956422
400,5038,Philippines,PHL,2011,0.8762,210.003,2894,14.879,0.001212,0.088204,9.697532,10.057604
401,5039,Philippines,PHL,2012,0.9094,216.33,2895,14.99,0.00132,0.075339,10.252134,10.432809
402,5040,Philippines,PHL,2013,0.9689,203.699,2896,13.323,0.001414,0.065655,10.019308,9.816571
403,5041,Philippines,PHL,2014,1.0067,200.471,2897,12.529,0.016517,0.152052,9.137273,10.503812
404,5042,Philippines,PHL,2015,1.0982,210.747,2898,12.024,0.138534,0.748414,8.665078,11.41115
405,5043,Philippines,PHL,2016,1.1792,215.022,2899,11.475,1.097016,0.975219,8.110915,11.796309
406,5044,Philippines,PHL,2017,1.2827,221.255,2900,10.972,1.201152,1.093558,9.610799,11.283225
407,5045,Philippines,PHL,2018,1.3189,221.563,2901,10.674,1.249116398,1.152923041,9.383758226,11.54012741
408,5046,Philippines,PHL,2019,1.3561,209.404,2902,9.752,1.246082,1.04166,8.025492,11.731147
409,5047,Philippines,PHL,2020,1.2413,208.065,2903,10.516,1.372604,1.02645,7.192019,12.017831
410,5094,Poland,POL,2011,8.7316,342.938,2950,3.591,0.0002,3.205,2.332,7.6008
411,5095,Poland,POL,2012,8.5464,441.572,2951,4.613,0.0011,4.747,2.037,10.0943
412,5096,Poland,POL,2013,8.4547,447.088,2952,4.599,0.0015,6.004,2.439,8.6221
413,5097,Poland,POL,2014,8.1457,521.119,2953,5.362,0.007,7.678,2.183,9.977
414,5098,Poland,POL,2015,8.2405,596.57,2954,5.839,0.057,10.858,1.832,9.739
415,5099,Poland,POL,2016,8.5377,600.433,2955,5.415,0.124,12.588,2.139,7.957
416,5100,Poland,POL,2017,8.8974,635.783,2956,5.617,0.165,14.909,2.56,6.488
417,5101,Poland,POL,2018,8.8866,570.124,2957,5.304,0.3,12.799,1.97,6.548
418,5102,Poland,POL,2019,8.4334,671.985,2958,6.33,0.710673,15.106759,1.954,7.682984
419,5103,Poland,POL,2020,7.916,745.906,2959,7.107,1.99,15.726,2.115,7.898
420,5128,Portugal,PRT,1989,4.1273,655.356,2984,9.274,0.001010101,0.001,5.819,0.661
421,5135,Portugal,PRT,1996,5.1152,1557.132,2991,17.706,0.001,0.021,14.761,1.008
422,5136,Portugal,PRT,1997,5.3772,1398.586,2992,15.711,0.001,0.038,13.105,1.087
423,5137,Portugal,PRT,1998,5.8026,1385.347,2993,14.309,0.0008,0.089,12.983,1.0796
424,5138,Portugal,PRT,1999,6.5246,840.606,2994,8.518,0.0011,0.123,7.286,1.2381
425,5139,Portugal,PRT,2000,6.3802,1249.864,2995,12.295,0.0014,0.168,11.323,1.376
426,5140,Portugal,PRT,2001,6.3109,1522.029,2996,14.75,0.0016,0.256,14.034,1.45
427,5141,Portugal,PRT,2002,6.7157,936.839,2997,9.099,0.0018,0.362,7.8,1.569
428,5142,Portugal,PRT,2003,6.1991,1697.09,2998,16.086,0.0026,0.496,15.723,1.484
429,5143,Portugal,PRT,2004,6.4459,1175.636,2999,11.308,0.0029,0.816,9.869,1.631
430,5144,Portugal,PRT,2005,6.634,785.079,3000,7.504,0.0038,1.773,4.731,1.722
431,5145,Portugal,PRT,2006,6.1584,1491.06,3001,14.623,0.005,2.925,10.919,1.789
432,5146,Portugal,PRT,2007,5.9062,1533.129,3002,15.163,0.024,4.037,10.027,2.083
433,5147,Portugal,PRT,2008,5.6745,1381.743,3003,14.195,0.041,5.757,6.799,2.044
434,5148,Portugal,PRT,2009,5.3964,1724.81,3004,17.738,0.16,7.577,8.285,2.271
435,5149,Portugal,PRT,2010,5.0034,2675.524,3005,25.977,0.215,9.182,16.148,2.811
436,5150,Portugal,PRT,2011,4.9023,2281.116,3006,23.118,0.282,9.162,11.536,3.133
437,5151,Portugal,PRT,2012,4.748,1840.151,3007,20.343,0.393,10.26,5.622,3.097
438,5152,Portugal,PRT,2013,4.6005,2813.896,3008,27.549,0.479139885,12.01460111,13.73,3.247583434
439,5153,Portugal,PRT,2014,4.6037,3030.267,3009,28.701,0.627316615,12.11138423,15.569,3.25438015
440,5154,Portugal,PRT,2015,5.0432,2350.423,3010,23.001,0.796154916,11.60763787,8.660506278,3.307567386
441,5155,Portugal,PRT,2016,4.8867,3128.166,3011,27.694,0.822,12.474,15.723,3.242
442,5156,Portugal,PRT,2017,5.3682,2194.678,3012,20.028,0.992,12.248,5.897,3.437
443,5157,Portugal,PRT,2018,5.0206,2867.536,3013,25.344,1.005,12.617,12.393,3.386
444,5158,Portugal,PRT,2019,4.6576,2680.376,3014,24.829,1.343,13.667,8.818,3.577
445,5159,Portugal,PRT,2020,3.9609,2952.914,3015,30.199,1.695,12.364,12.439,4.034
446,5281,Romania,ROU,2009,3.9517,753.465,3116,10.409,0.001010101,0.009,15.534,0.01
447,5282,Romania,ROU,2010,3.8073,991.605,3117,13.407,0.002020202,0.306,19.883,0.111
448,5283,Romania,ROU,2011,4.2311,802.489,3118,10.433,0.001,1.387,14.728,0.198
449,5284,Romania,ROU,2012,4.1469,738.105,3119,9.864,0.008,2.64,12.066,0.212
450,5285,Romania,ROU,2013,3.7128,1000.855,3120,14.113,0.42,4.52,14.7935,0.252
451,5286,Romania,ROU,2014,3.7729,1353.568,3121,16.975,1.2953,4.7236,18.5235,0.505
452,5287,Romania,ROU,2015,3.8324,1314.417,3122,17.569,1.982,7.063,16.633,0.524
453,5288,Romania,ROU,2016,3.7458,1362.377,3123,17.975,1.82,6.59,18.028,0.531
454,5289,Romania,ROU,2017,3.9281,1235.883,3124,15.801,1.856,7.407,14.494,0.525168
455,5290,Romania,ROU,2018,3.9787,1342.656,3125,16.634,1.771,6.322,17.6639,0.43713
456,5291,Romania,ROU,2019,3.8651,1271.911,3126,15.962,1.778,6.773,15.580921,0.504144
457,5292,Romania,ROU,2020,3.7154,1279.26,3127,16.228,1.703,6.955,15.08738564,0.575069202
