Entity,Code,Year,Annual CO2 emissions (per capita),Renewables (% sub energy),Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Geo Biomass Other - TWh
Philippines,PHL,2019,1.3561,9.752,1.246082,1.04166,8.025492,11.731147
Philippines,PHL,2020,1.2413,10.516,1.372604,1.02645,7.192019,12.017831
Poland,POL,2011,8.7316,3.591,0.0002,3.205,2.332,7.6008
Poland,POL,2012,8.5464,4.613,0.0011,4.747,2.037,10.0943
Poland,POL,2013,8.4547,4.599,0.0015,6.004,2.439,8.6221
Poland,POL,2014,8.1457,5.362,0.007,7.678,2.183,9.977
Poland,POL,2015,8.2405,5.839,0.057,10.858,1.832,9.739
Poland,POL,2016,8.5377,5.415,0.124,12.588,2.139,7.957
Poland,POL,2017,8.8974,5.617,0.165,14.909,2.56,6.488
Poland,POL,2018,8.8866,5.304,0.3,12.799,1.97,6.548
Poland,POL,2019,8.4334,6.33,0.710673,15.106759,1.954,7.682984
Poland,POL,2020,7.916,7.107,1.99,15.726,2.115,7.898
Portugal,PRT,1989,4.1273,9.274,0.001010101,0.001,5.819,0.661
Portugal,PRT,1996,5.1152,17.706,0.001,0.021,14.761,1.008
Portugal,PRT,1997,5.3772,15.711,0.001,0.038,13.105,1.087
Portugal,PRT,1998,5.8026,14.309,0.0008,0.089,12.983,1.0796
Portugal,PRT,1999,6.5246,8.518,0.0011,0.123,7.286,1.2381
Portugal,PRT,2000,6.3802,12.295,0.0014,0.168,11.323,1.376
Portugal,PRT,2001,6.3109,14.75,0.0016,0.256,14.034,1.45
Portugal,PRT,2002,6.7157,9.099,0.0018,0.362,7.8,1.569
Portugal,PRT,2003,6.1991,16.086,0.0026,0.496,15.723,1.484
Portugal,PRT,2004,6.4459,11.308,0.0029,0.816,9.869,1.631
Portugal,PRT,2005,6.634,7.504,0.0038,1.773,4.731,1.722
Portugal,PRT,2006,6.1584,14.623,0.005,2.925,10.919,1.789
Portugal,PRT,2007,5.9062,15.163,0.024,4.037,10.027,2.083
Portugal,PRT,2008,5.6745,14.195,0.041,5.757,6.799,2.044
Portugal,PRT,2009,5.3964,17.738,0.16,7.577,8.285,2.271
Portugal,PRT,2010,5.0034,25.977,0.215,9.182,16.148,2.811
Portugal,PRT,2011,4.9023,23.118,0.282,9.162,11.536,3.133
Portugal,PRT,2012,4.748,20.343,0.393,10.26,5.622,3.097
Portugal,PRT,2013,4.6005,27.549,0.479139885,12.01460111,13.73,3.247583434
Portugal,PRT,2014,4.6037,28.701,0.627316615,12.11138423,15.569,3.25438015
Portugal,PRT,2015,5.0432,23.001,0.796154916,11.60763787,8.660506278,3.307567386
Portugal,PRT,2016,4.8867,27.694,0.822,12.474,15.723,3.242
Portugal,PRT,2017,5.3682,20.028,0.992,12.248,5.897,3.437
Portugal,PRT,2018,5.0206,25.344,1.005,12.617,12.393,3.386
Portugal,PRT,2019,4.6576,24.829,1.343,13.667,8.818,3.577
Portugal,PRT,2020,3.9609,30.199,1.695,12.364,12.439,4.034
Romania,ROU,2009,3.9517,10.409,0.001010101,0.009,15.534,0.01
Romania,ROU,2010,3.8073,13.407,0.002020202,0.306,19.883,0.111
Romania,ROU,2011,4.2311,10.433,0.001,1.387,14.728,0.198
Romania,ROU,2012,4.1469,9.864,0.008,2.64,12.066,0.212
Romania,ROU,2013,3.7128,14.113,0.42,4.52,14.7935,0.252
Romania,ROU,2014,3.7729,16.975,1.2953,4.7236,18.5235,0.505
Romania,ROU,2015,3.8324,17.569,1.982,7.063,16.633,0.524
Romania,ROU,2016,3.7458,17.975,1.82,6.59,18.028,0.531
Romania,ROU,2017,3.9281,15.801,1.856,7.407,14.494,0.525168
Romania,ROU,2018,3.9787,16.634,1.771,6.322,17.6639,0.43713
Romania,ROU,2019,3.8651,15.962,1.778,6.773,15.580921,0.504144
Romania,ROU,2020,3.7154,16.228,1.703,6.955,15.08738564,0.575069202
